cik,ticker,exchange,name,group,n_filings,first_filed,last_filed,price_from,price_to
1826889,BODI,Nasdaq,"Beachbody Company, Inc.",delisted_or_shrunk,6,2021-08-12,2022-11-09,2021-08-12,2023-05-28
1641281,BOLT,Nasdaq,"Bolt Biotherapeutics, Inc.",delisted_or_shrunk,6,2021-03-31,2022-11-10,2021-03-31,2023-05-29
1275101,BOTJ,Nasdaq,BANK OF THE JAMES FINANCIAL GROUP INC,delisted_or_shrunk,20,2018-03-21,2022-11-10,2018-03-21,2023-05-29
1643721,BOTX,OTC,DATZ WORLD HOLDINGS CORP.,delisted_or_shrunk,20,2018-02-14,2022-11-14,2018-02-14,2023-06-02
1407704,BOTY,OTC,"LINGERIE FIGHTING CHAMPIONSHIPS, INC.",delisted_or_shrunk,21,2018-01-25,2022-10-12,2018-01-25,2023-04-30
1624512,BOXL,Nasdaq,Boxlight Corp,delisted_or_shrunk,20,2018-04-02,2022-11-09,2018-04-02,2023-05-28
1133818,BPTH,OTC,"BIO-PATH HOLDINGS, INC.",delisted_or_shrunk,18,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1487197,BRFH,Nasdaq,BARFRESH FOOD GROUP INC.,delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
14177,BRID,Nasdaq,BRIDGFORD FOODS CORP,delisted_or_shrunk,20,2018-01-12,2022-08-26,2018-01-12,2023-03-14
1866757,BRLT,Nasdaq,"Brilliant Earth Group, Inc.",delisted_or_shrunk,5,2021-11-12,2022-11-10,2021-11-12,2023-05-29
10048,BRN,NYSE,BARNWELL INDUSTRIES INC,delisted_or_shrunk,20,2018-02-12,2022-12-29,2018-02-12,2023-07-17
1505497,BRTX,Nasdaq,"BioRestorative Therapies, Inc.",delisted_or_shrunk,5,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1444839,BRVO,OTC,Bravo Multinational Inc.,delisted_or_shrunk,20,2019-03-08,2022-11-03,2019-03-08,2023-05-22
1416090,BSAI,OTC,BLUSKY AI INC.,delisted_or_shrunk,20,2018-04-16,2022-11-21,2018-04-16,2023-06-09
1787414,BSBK,Nasdaq,Bogota Financial Corp.,delisted_or_shrunk,13,2019-12-23,2022-11-08,2019-12-23,2023-05-27
1730773,BSFC,OTC,Blue Star Foods Corp.,delisted_or_shrunk,17,2018-12-31,2022-11-14,2018-12-31,2023-06-02
101594,BSIN,Nasdaq,BIG SKY INDUSTRIAL INC.,delisted_or_shrunk,20,2018-03-28,2022-11-10,2018-03-28,2023-05-29
1621434,BSM,NYSE,"Black Stone Minerals, L.P.",delisted_or_shrunk,20,2018-02-28,2022-11-01,2018-02-28,2023-05-20
1409197,BSPK,OTC,"Bespoke Extracts, Inc.",delisted_or_shrunk,12,2020-01-21,2022-11-21,2020-01-21,2023-06-09
1662972,BSTT,OTC,"Blackstone Real Estate Income Trust, Inc.",delisted_or_shrunk,20,2018-03-19,2022-11-14,2018-03-19,2023-06-02
1720893,BTAI,Nasdaq,"BioXcel Therapeutics, Inc.",delisted_or_shrunk,19,2018-05-14,2022-11-14,2018-05-14,2023-06-02
1718224,BTBD,Nasdaq,"BT Brands, Inc.",delisted_or_shrunk,12,2020-04-15,2022-11-15,2020-04-15,2023-06-03
1471824,BTCK,NYSE,Teucrium Commodity Trust,delisted_or_shrunk,20,2018-03-16,2022-11-09,2018-03-16,2023-05-28
1436229,BTCS,Nasdaq,BTCS Inc.,delisted_or_shrunk,11,2018-03-14,2022-11-10,2018-03-14,2023-05-29
1630113,BTCY,OTC,BIOTRICITY INC.,delisted_or_shrunk,19,2018-07-13,2022-11-14,2018-07-13,2023-06-02
1854445,BTLN,Nasdaq,"Glimpse Group, Inc.",delisted_or_shrunk,6,2021-09-28,2022-11-14,2021-09-28,2023-06-02
1393772,BUDZ,OTC,"WEED, INC.",delisted_or_shrunk,18,2018-08-20,2022-11-21,2018-08-20,2023-06-09
15847,BUKS,OTC,BUTLER NATIONAL CORP,delisted_or_shrunk,20,2018-03-16,2022-12-15,2018-03-16,2023-07-03
1120370,BWEN,Nasdaq,"BROADWIND, INC.",delisted_or_shrunk,20,2018-02-27,2022-11-08,2018-02-27,2023-05-27
1166708,BWMG,OTC,"Brownie's Marine Group, Inc",delisted_or_shrunk,20,2018-04-17,2022-11-08,2018-04-17,2023-05-27
1061630,BXMT,NYSE,"BLACKSTONE MORTGAGE TRUST, INC.",delisted_or_shrunk,20,2018-02-13,2022-10-26,2018-02-13,2023-05-14
1736035,BXSL,NYSE,Blackstone Secured Lending Fund,delisted_or_shrunk,6,2019-03-18,2022-02-28,2019-03-18,2022-09-16
1001171,BYFC,Nasdaq,BROADWAY FINANCIAL CORP \DE\,delisted_or_shrunk,20,2018-03-26,2022-11-14,2018-03-26,2023-06-02
1386049,BYOC,OTC,"Beyond Commerce, Inc.",delisted_or_shrunk,15,2019-04-12,2022-11-14,2019-04-12,2023-06-02
1354866,BYRN,Nasdaq,Byrna Technologies Inc.,delisted_or_shrunk,20,2018-03-15,2022-10-03,2018-03-15,2023-04-21
1759138,CABA,Nasdaq,"Cabaletta Bio, Inc.",delisted_or_shrunk,5,2019-12-05,2020-11-10,2019-12-05,2021-05-29
1841387,CADL,Nasdaq,"Candel Therapeutics, Inc.",delisted_or_shrunk,6,2021-09-08,2022-11-10,2021-09-08,2023-05-29
1678105,CAHO,OTC,Caro Holdings Inc.,delisted_or_shrunk,20,2018-02-02,2022-11-14,2018-02-02,2023-06-02
1534133,CALC,Nasdaq,"CalciMedica, Inc.",delisted_or_shrunk,9,2020-11-12,2022-11-10,2020-11-12,2023-05-29
1477009,CANN,OTC,TREES Corp (Colorado),delisted_or_shrunk,20,2018-03-12,2022-11-14,2018-03-12,2023-06-02
814926,CAPC,OTC,"CAPSTONE COMPANIES, INC.",delisted_or_shrunk,20,2018-03-28,2022-11-14,2018-03-28,2023-06-02
1538849,CAPL,NYSE,CrossAmerica Partners LP,delisted_or_shrunk,20,2018-02-27,2022-11-08,2018-02-27,2023-05-27
1133869,CAPR,Nasdaq,"CAPRICOR THERAPEUTICS, INC.",delisted_or_shrunk,20,2018-03-22,2022-11-10,2018-03-22,2023-05-29
1485003,CARM,OTC,Carisma Therapeutics Inc.,delisted_or_shrunk,19,2018-04-02,2022-11-07,2018-04-02,2023-05-26
1016178,CARV,OTC,CARVER BANCORP INC,delisted_or_shrunk,13,2018-06-29,2022-11-14,2018-06-29,2023-06-02
18255,CATO,NYSE,CATO CORP,delisted_or_shrunk,20,2018-03-27,2022-11-22,2018-03-27,2023-06-10
728387,CATX,NYSE,"Perspective Therapeutics, Inc.",delisted_or_shrunk,20,2018-02-09,2022-11-14,2018-02-09,2023-06-02
896159,CB,NYSE,Chubb Ltd,delisted_or_shrunk,20,2018-02-23,2022-10-28,2018-02-23,2023-05-16
1117171,CBAT,Nasdaq,"CBAK Energy Technology, Inc.",delisted_or_shrunk,20,2018-04-17,2022-11-14,2018-04-17,2023-06-02
1253689,CBIO,Nasdaq,"CRESCENT BIOPHARMA, INC.",delisted_or_shrunk,14,2018-03-06,2022-11-09,2018-03-06,2023-05-28
1006830,CBKM,OTC,CONSUMERS BANCORP INC /OH/,delisted_or_shrunk,20,2018-02-14,2022-11-10,2018-02-14,2023-05-29
22356,CBSH,Nasdaq,COMMERCE BANCSHARES INC /MO/,delisted_or_shrunk,20,2018-02-22,2022-11-04,2018-02-22,2023-05-23
1705843,CBUS,Nasdaq,"Cibus, Inc.",delisted_or_shrunk,20,2018-03-14,2022-11-03,2018-03-14,2023-05-22
1633336,CCAP,Nasdaq,"Crescent Capital BDC, Inc.",delisted_or_shrunk,6,2018-03-23,2022-02-23,2018-03-23,2022-09-11
1696411,CCCP,,Crona Corp.,delisted_or_shrunk,9,2018-04-18,2022-11-09,2018-04-18,2023-05-28
862692,CCEL,NYSE,CRYO CELL INTERNATIONAL INC,delisted_or_shrunk,20,2018-02-28,2022-10-18,2018-02-28,2023-05-06
1582982,CCLD,Nasdaq,"CareCloud, Inc.",delisted_or_shrunk,20,2018-03-07,2022-11-03,2018-03-07,2023-05-22
1141103,CCRN,Nasdaq,CROSS COUNTRY HEALTHCARE INC,delisted_or_shrunk,20,2018-03-02,2022-11-03,2018-03-02,2023-05-22
811222,CDIX,OTC,Cardiff Lexington Corp,delisted_or_shrunk,19,2018-04-17,2022-12-09,2018-04-17,2023-06-27
1666071,CDLX,Nasdaq,"Cardlytics, Inc.",delisted_or_shrunk,20,2018-03-19,2022-11-01,2018-03-19,2023-05-20
761648,CDR-PB,NYSE,"CEDAR REALTY TRUST, INC.",delisted_or_shrunk,20,2018-02-12,2022-11-08,2018-02-12,2023-05-27
1309082,CEIN,OTC,"CAMBER ENERGY, INC.",delisted_or_shrunk,19,2018-02-14,2022-11-14,2018-02-14,2023-06-02
1603454,CELC,Nasdaq,Celcuity Inc.,delisted_or_shrunk,20,2018-03-15,2022-11-10,2018-03-15,2023-05-29
1752828,CELU,Nasdaq,Celularity Inc,delisted_or_shrunk,5,2021-11-12,2022-11-10,2021-11-12,2023-05-29
1187953,CELZ,Nasdaq,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.",delisted_or_shrunk,12,2018-03-29,2022-11-10,2018-03-29,2023-05-29
1020214,CERS,Nasdaq,CERUS CORP,delisted_or_shrunk,20,2018-03-08,2022-11-03,2018-03-08,2023-05-22
1435064,CETX,Nasdaq,CEMTREX INC,delisted_or_shrunk,20,2018-02-14,2022-12-28,2018-02-14,2023-07-16
1329606,CETY,Nasdaq,"Clean Energy Technologies, Inc.",delisted_or_shrunk,20,2018-04-16,2022-11-14,2018-04-16,2023-06-02
1310630,CFOO,OTC,China Foods Holdings Ltd.,delisted_or_shrunk,9,2020-11-23,2022-11-15,2020-11-23,2023-06-03
1293818,CFOR,OTC,CapForce Inc.,delisted_or_shrunk,20,2018-03-29,2022-11-14,2018-03-29,2023-06-02
1666244,CFTR-PA,NYSE,"Cantor Fitzgerald Income Trust, Inc.",delisted_or_shrunk,20,2018-03-30,2022-11-14,2018-03-30,2023-06-02
1544206,CGBD,Nasdaq,"Carlyle Secured Lending, Inc.",delisted_or_shrunk,14,2018-02-27,2022-11-08,2018-02-27,2023-05-27
1737927,CGC,Nasdaq,Canopy Growth Corp,delisted_or_shrunk,11,2020-06-01,2022-11-09,2020-06-01,2023-05-28
1789972,CGEM,Nasdaq,"Cullinan Therapeutics, Inc.",delisted_or_shrunk,8,2021-03-30,2022-11-14,2021-03-30,2023-06-02
1459188,CHEV,OTC,Charging Robotics Inc.,delisted_or_shrunk,6,2021-05-13,2022-11-07,2021-05-13,2023-05-26
1630212,CHGA,Nasdaq,Change Agents Corporation.,delisted_or_shrunk,20,2018-03-13,2022-11-14,2018-03-13,2023-06-02
1364954,CHGG,NYSE,"CHEGG, INC",delisted_or_shrunk,20,2018-02-26,2022-11-01,2018-02-26,2023-05-20
1524769,CHKR,OTC,CHESAPEAKE GRANITE WASH TRUST,delisted_or_shrunk,20,2018-03-21,2022-11-14,2018-03-21,2023-06-02
1571776,CHMI,NYSE,Cherry Hill Mortgage Investment Corp,delisted_or_shrunk,20,2018-03-16,2022-11-02,2018-03-16,2023-05-21
823277,CHSCP,Nasdaq,CHS INC,delisted_or_shrunk,20,2018-01-10,2022-11-02,2018-01-10,2023-05-21
1134765,CHUC,OTC,"Charlie's Holdings, Inc.",delisted_or_shrunk,20,2018-06-26,2022-11-18,2018-06-26,2023-06-06
1557798,CIIT,Nasdaq,"Tianci International, Inc.",delisted_or_shrunk,18,2018-03-15,2022-12-08,2018-03-15,2023-06-26
1527613,CIMG,OTC,CIMG Inc.,delisted_or_shrunk,21,2018-02-21,2022-12-23,2018-02-21,2023-07-11
1534254,CION,NYSE,CION Investment Corp,delisted_or_shrunk,20,2018-03-16,2022-11-10,2018-03-16,2023-05-29
1605888,CIRC,Nasdaq,CIRCLE8 GROUP INC,delisted_or_shrunk,5,2021-11-16,2022-11-08,2021-11-16,2023-05-27
813716,CIRX,OTC,CIRTRAN CORP,delisted_or_shrunk,11,2019-04-01,2022-11-21,2019-04-01,2023-06-09
1777319,CISO,Nasdaq,"CISO Global, Inc.",delisted_or_shrunk,12,2020-03-30,2022-11-14,2020-03-30,2023-06-02
1075706,CIZN,OTC,CITIZENS HOLDING CO /MS/,delisted_or_shrunk,15,2018-05-10,2022-11-04,2018-05-10,2023-05-23
1763925,CJAX,OTC,CoJax Oil & Gas Corp,delisted_or_shrunk,11,2019-08-26,2022-11-22,2019-08-26,2023-06-10
352955,CKX,NYSE,"CKX LANDS, INC.",delisted_or_shrunk,20,2018-03-23,2022-11-09,2018-03-23,2023-05-28
1723596,CLBK,Nasdaq,"Columbia Financial, Inc.",delisted_or_shrunk,20,2018-03-23,2022-11-09,2018-03-23,2023-05-28
1476045,CLDT,NYSE,Chatham Lodging Trust,delisted_or_shrunk,20,2018-02-27,2022-11-08,2018-02-27,2023-05-27
744218,CLDX,Nasdaq,"Celldex Therapeutics, Inc.",delisted_or_shrunk,20,2018-03-07,2022-11-09,2018-03-07,2023-05-28
1414382,CLEV,OTC,Concrete Leveling Systems Inc,delisted_or_shrunk,20,2018-03-15,2022-12-09,2018-03-15,2023-06-27
1434524,CLIR,Nasdaq,ClearSign Technologies Corp,delisted_or_shrunk,19,2018-03-27,2022-08-15,2018-03-27,2023-03-03
1822791,CLNN,Nasdaq,Clene Inc.,delisted_or_shrunk,7,2021-03-29,2022-11-07,2021-03-29,2023-05-26
1437517,CLOQ,OTC,"CYBERLOQ TECHNOLOGIES, INC.",delisted_or_shrunk,19,2018-03-29,2022-11-01,2018-03-29,2023-05-20
1619227,CLOW,OTC,"Cloudweb, Inc.",delisted_or_shrunk,6,2018-05-15,2022-10-31,2018-05-15,2023-05-19
1649096,CLPR,NYSE,Clipper Realty Inc.,delisted_or_shrunk,20,2018-03-14,2022-11-09,2018-03-14,2023-05-28
1279704,CLRB,Nasdaq,"Cellectar Biosciences, Inc.",delisted_or_shrunk,5,2018-03-21,2022-03-21,2018-03-21,2022-10-07
1362516,CLRI,OTC,"Cleartronic, Inc.",delisted_or_shrunk,21,2018-01-16,2022-12-29,2018-01-16,2023-07-17
840715,CLRO,Nasdaq,CLEARONE INC,delisted_or_shrunk,20,2018-04-20,2022-11-14,2018-04-20,2023-06-02
1539029,CLSDQ,OTC,"Clearside Biomedical, Inc.",delisted_or_shrunk,12,2018-03-16,2022-11-09,2018-03-16,2023-05-28
827876,CLSK,Nasdaq,"CLEANSPARK, INC.",delisted_or_shrunk,18,2018-01-16,2022-12-15,2018-01-16,2023-07-03
1849867,CLST,Nasdaq,"Catalyst Bancorp, Inc.",delisted_or_shrunk,6,2021-09-17,2022-11-10,2021-09-17,2023-05-29
1764046,CLVT,NYSE,CLARIVATE PLC,delisted_or_shrunk,12,2020-03-02,2022-11-08,2020-03-02,2023-05-27
1768446,CLYM,Nasdaq,"Climb Bio, Inc.",delisted_or_shrunk,6,2021-09-13,2022-11-14,2021-09-13,2023-06-02
1738177,CMBMF,OTC,Cambium Networks Corp,delisted_or_shrunk,14,2019-08-12,2022-11-04,2019-08-12,2023-05-23
1166691,CMCSA,Nasdaq,COMCAST CORP,delisted_or_shrunk,20,2018-01-31,2022-10-27,2018-01-31,2023-05-15
908311,CMCT,Nasdaq,Creative Media & Community Trust Corp,delisted_or_shrunk,20,2018-03-12,2022-11-14,2018-03-12,2023-06-02
1058623,CMLS,,CUMULUS MEDIA INC,delisted_or_shrunk,20,2018-03-29,2022-10-28,2018-03-29,2023-05-16
1534248,CMMB,Nasdaq,Chemomab Therapeutics Ltd.,delisted_or_shrunk,10,2020-05-07,2022-11-10,2020-05-07,2023-05-29
1262976,CMPR,Nasdaq,CIMPRESS plc,delisted_or_shrunk,20,2018-02-01,2022-10-27,2018-02-01,2023-05-15
1498547,CMRF,OTC,"CIM GROUP, INC.",delisted_or_shrunk,20,2018-03-30,2022-11-14,2018-03-30,2023-06-02
201533,CMS-PB,NYSE,CONSUMERS ENERGY CO,delisted_or_shrunk,20,2018-02-14,2022-10-27,2018-02-14,2023-05-15
23197,CMTL,Nasdaq,COMTECH TELECOMMUNICATIONS CORP /DE/,delisted_or_shrunk,20,2018-03-07,2022-12-08,2018-03-07,2023-06-26
1343009,CNBX,OTC,CNBX Pharmaceuticals Inc.,delisted_or_shrunk,20,2018-01-16,2022-11-30,2018-01-16,2023-06-18
1376321,CNET,Nasdaq,ZW Data Action Technologies Inc.,delisted_or_shrunk,20,2018-04-16,2022-11-18,2018-04-16,2023-06-06
1352952,CNFN,OTC,CFN Enterprises Inc.,delisted_or_shrunk,20,2018-03-27,2022-11-09,2018-03-27,2023-05-28
1095981,CNSY,Nasdaq,"CERENOME, INC.",delisted_or_shrunk,20,2018-03-09,2022-10-20,2018-03-09,2023-05-08
23426,CNTHP,OTC,CONNECTICUT LIGHT & POWER CO,delisted_or_shrunk,20,2018-02-26,2022-11-04,2018-02-26,2023-05-23
1842952,CNTX,Nasdaq,Context Therapeutics Inc.,delisted_or_shrunk,5,2021-12-02,2022-11-09,2021-12-02,2023-05-28
911147,CNTY,Nasdaq,CENTURY CASINOS INC /CO/,delisted_or_shrunk,20,2018-03-09,2022-11-04,2018-03-09,2023-05-23
1173204,CNVS,Nasdaq,Cineverse Corp.,delisted_or_shrunk,20,2018-02-14,2022-11-14,2018-02-14,2023-06-02
1412486,COCP,Nasdaq,"Cocrystal Pharma, Inc.",delisted_or_shrunk,9,2018-03-21,2022-05-11,2018-03-21,2022-11-27
1334325,CODA,Nasdaq,"Coda Octopus Group, Inc.",delisted_or_shrunk,20,2018-01-30,2022-09-14,2018-01-30,2023-04-02
1770561,CODQL,OTC,Coronado Global Resources Inc.,delisted_or_shrunk,14,2019-08-05,2022-11-08,2019-08-05,2023-05-27
1692415,CODX,Nasdaq,"Co-Diagnostics, Inc.",delisted_or_shrunk,20,2018-03-28,2022-11-10,2018-03-28,2023-05-29
1622229,COGT,Nasdaq,"Cogent Biosciences, Inc.",delisted_or_shrunk,14,2018-05-14,2022-03-15,2018-05-14,2022-10-01
1270436,COHN,NYSE,Cohen & Co Inc.,delisted_or_shrunk,20,2018-03-08,2022-11-04,2018-03-08,2023-05-23
1455863,COLD,NYSE,AMERICOLD REALTY TRUST,delisted_or_shrunk,20,2018-03-29,2022-11-04,2018-03-29,2023-05-23
1263364,COPR,NYSE,Idaho Copper Corp,delisted_or_shrunk,16,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1474167,COSM,Nasdaq,Cosmos Health Inc.,delisted_or_shrunk,20,2018-04-17,2022-11-14,2018-04-17,2023-06-02
16875,CP,NYSE,CANADIAN PACIFIC KANSAS CITY LTD/CN,delisted_or_shrunk,19,2018-02-16,2022-10-27,2018-02-16,2023-05-15
1672909,CPHC,Nasdaq,Canterbury Park Holding Corp,delisted_or_shrunk,20,2018-03-27,2022-11-14,2018-03-27,2023-06-02
1106644,CPHI,NYSE,"CHINA PHARMA HOLDINGS, INC.",delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1087294,CPIX,Nasdaq,CUMBERLAND PHARMACEUTICALS INC,delisted_or_shrunk,20,2018-03-09,2022-11-14,2018-03-09,2023-06-02
1081938,CPMD,OTC,"CANNAPHARMARX, INC.",delisted_or_shrunk,19,2018-09-11,2022-11-21,2018-09-11,2023-06-09
836564,CPMV,OTC,Mosaic ImmunoEngineering Inc.,delisted_or_shrunk,12,2018-01-16,2021-08-03,2018-01-16,2022-02-19
1837671,CPPTL,OTC,Copper Property CTL Pass Through Trust,delisted_or_shrunk,7,2021-05-12,2022-11-09,2021-05-12,2023-05-28
1530721,CPRI,NYSE,Capri Holdings Ltd,delisted_or_shrunk,20,2018-02-13,2022-11-09,2018-02-13,2023-05-28
1369568,CPRX,Nasdaq,"CATALYST PHARMACEUTICALS, INC.",delisted_or_shrunk,17,2018-03-14,2022-11-09,2018-03-14,2023-05-28
814676,CPSH,Nasdaq,CPS TECHNOLOGIES CORP/DE/,delisted_or_shrunk,20,2018-03-12,2022-11-08,2018-03-12,2023-05-27
906345,CPT,NYSE,CAMDEN PROPERTY TRUST,delisted_or_shrunk,20,2018-02-16,2022-10-28,2018-02-16,2023-05-16
827099,CPWR,OTC,Ocean Thermal Energy Corp,delisted_or_shrunk,9,2018-04-02,2022-03-30,2018-04-02,2022-10-16
1383650,CQP,NYSE,"Cheniere Energy Partners, L.P.",delisted_or_shrunk,20,2018-02-21,2022-11-03,2018-02-21,2023-05-22
1595097,CRBP,Nasdaq,"Corbus Pharmaceuticals Holdings, Inc.",delisted_or_shrunk,20,2018-03-12,2022-11-08,2018-03-12,2023-05-27
1688126,CRCW,OTC,Crypto Co,delisted_or_shrunk,8,2018-04-02,2020-05-19,2018-04-02,2020-12-05
721693,CREG,OTC,Smart Powerr Corp.,delisted_or_shrunk,20,2018-04-13,2022-11-14,2018-04-13,2023-06-02
1356093,CREX,Nasdaq,"CREATIVE REALITIES, INC.",delisted_or_shrunk,20,2018-03-26,2022-11-14,2018-03-26,2023-06-02
1108205,CRIS,Nasdaq,CURIS INC,delisted_or_shrunk,20,2018-03-08,2022-11-09,2018-03-08,2023-05-28
799850,CRMT,Nasdaq,AMERICAS CARMART INC,delisted_or_shrunk,20,2018-03-08,2022-12-12,2018-03-08,2023-06-30
315958,CRMZ,OTC,CREDITRISKMONITOR COM INC,delisted_or_shrunk,20,2018-03-27,2022-11-10,2018-03-27,2023-05-29
1656472,CRON,Nasdaq,Cronos Group Inc.,delisted_or_shrunk,12,2020-03-02,2022-11-07,2020-03-02,2023-05-26
1674416,CRSP,Nasdaq,CRISPR Therapeutics AG,delisted_or_shrunk,17,2018-03-08,2022-11-01,2018-03-08,2023-05-20
881787,CRT,NYSE,CROSS TIMBERS ROYALTY TRUST,delisted_or_shrunk,20,2018-03-12,2022-11-14,2018-03-12,2023-06-02
1357671,CRTD,OTC,"Creatd, Inc.",delisted_or_shrunk,20,2018-05-17,2022-11-16,2018-05-17,2023-06-04
1576427,CRTO,Nasdaq,Criteo S.A.,delisted_or_shrunk,20,2018-03-01,2022-11-01,2018-03-01,2023-05-20
1053691,CRVO,Nasdaq,CervoMed Inc.,delisted_or_shrunk,5,2018-04-02,2022-03-18,2018-04-02,2022-10-04
1626971,CRVS,Nasdaq,"Corvus Pharmaceuticals, Inc.",delisted_or_shrunk,20,2018-03-01,2022-11-03,2018-03-01,2023-05-22
1377149,CRVW,OTC,CareView Communications Inc,delisted_or_shrunk,20,2018-03-30,2022-11-21,2018-03-30,2023-06-09
1103833,CRWE,OTC,"Crown Equity Holdings, Inc.",delisted_or_shrunk,24,2018-08-07,2022-11-07,2018-08-07,2023-05-26
25895,CRWS,Nasdaq,CROWN CRAFTS INC,delisted_or_shrunk,20,2018-02-08,2022-11-16,2018-02-08,2023-06-04
880417,CSBB,OTC,"CSB Bancorp, Inc.",delisted_or_shrunk,20,2018-03-16,2022-11-09,2018-03-16,2023-05-28
771856,CSBR,Nasdaq,"CHAMPIONS ONCOLOGY, INC.",delisted_or_shrunk,20,2018-03-19,2022-12-13,2018-03-19,2023-07-01
1106861,CSDX,,CS DIAGNOSTICS CORP.,delisted_or_shrunk,7,2022-11-17,2022-11-21,2022-11-17,2023-06-09
1005757,CSGS,Nasdaq,CSG SYSTEMS INTERNATIONAL INC,delisted_or_shrunk,20,2018-02-23,2022-11-03,2018-02-23,2023-05-22
356037,CSPI,Nasdaq,CSP INC /MA/,delisted_or_shrunk,20,2018-02-14,2022-12-08,2018-02-14,2023-06-26
1680132,CSUI,OTC,CANNABIS SUISSE CORP.,delisted_or_shrunk,5,2019-10-15,2021-09-07,2019-10-15,2022-03-26
17313,CSWC,Nasdaq,CAPITAL SOUTHWEST CORP,delisted_or_shrunk,20,2018-02-06,2022-11-01,2018-02-06,2023-05-20
30554,CTA-PB,NYSE,"EIDP, Inc.",delisted_or_shrunk,20,2018-02-15,2022-11-04,2018-02-15,2023-05-23
1498067,CTGL,OTC,SKYTECH ORION GLOBAL CORP.,delisted_or_shrunk,5,2019-11-19,2022-04-08,2019-11-19,2022-10-25
1590717,CTRE,NYSE,"CareTrust REIT, Inc.",delisted_or_shrunk,17,2018-02-27,2022-11-08,2018-02-27,2023-05-27
1175151,CTSO,Nasdaq,Cytosorbents Corp,delisted_or_shrunk,20,2018-03-08,2022-11-03,2018-03-08,2023-05-22
1506251,CTXR,Nasdaq,"Citius Pharmaceuticals, Inc.",delisted_or_shrunk,15,2018-12-11,2022-12-22,2018-12-11,2023-07-10
1424657,CUEN,OTC,Cuentas Inc.,delisted_or_shrunk,20,2018-06-04,2022-11-14,2018-06-04,2023-06-02
1125259,CUK,NYSE,CARNIVAL PLC,delisted_or_shrunk,18,2018-03-22,2022-09-30,2018-03-22,2023-04-18
1845799,CULL,OTC,"Cullman Bancorp, Inc. /MD/",delisted_or_shrunk,7,2021-06-25,2022-11-10,2021-06-25,2023-05-29
723603,CULP,Nasdaq,CULP INC,delisted_or_shrunk,20,2018-03-09,2022-12-09,2018-03-09,2023-06-27
1376793,CVAT,OTC,"Cavitation Technologies, Inc.",delisted_or_shrunk,20,2018-02-15,2022-11-14,2018-02-15,2023-06-02
1290900,CVGI,Nasdaq,"Commercial Vehicle Group, Inc.",delisted_or_shrunk,20,2018-03-12,2022-11-02,2018-03-12,2023-05-21
19871,CVR,NYSE,CHICAGO RIVET & MACHINE CO,delisted_or_shrunk,20,2018-03-20,2022-11-08,2018-03-20,2023-05-27
1235912,CVRX,Nasdaq,"CVRx, Inc.",delisted_or_shrunk,6,2021-08-09,2022-11-04,2021-08-09,2023-05-23
1510964,CVSI,OTC,"CV Sciences, Inc.",delisted_or_shrunk,20,2018-03-30,2022-11-14,2018-03-30,2023-06-02
889348,CVU,NYSE,CPI AEROSTRUCTURES INC,delisted_or_shrunk,20,2018-03-22,2022-11-21,2018-03-22,2023-06-09
766792,CVV,Nasdaq,CVD EQUIPMENT CORP,delisted_or_shrunk,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1866368,CWAN,NYSE,"Clearwater Analytics Holdings, Inc.",delisted_or_shrunk,5,2021-11-12,2022-11-04,2021-11-12,2023-05-23
928340,CWCO,Nasdaq,Consolidated Water Co. Ltd.,delisted_or_shrunk,20,2018-03-16,2022-11-14,2018-03-16,2023-06-02
1562151,CWGL,OTC,"Crimson Wine Group, Ltd",delisted_or_shrunk,20,2018-03-14,2022-11-09,2018-03-14,2023-05-28
1628369,CWK,NYSE,Cushman & Wakefield Ltd.,delisted_or_shrunk,18,2018-09-06,2022-11-04,2018-09-06,2023-05-23
768408,CYAN,OTC,CYANOTECH CORP,delisted_or_shrunk,20,2018-02-06,2022-11-09,2018-02-06,2023-05-28
1755237,CYCN,Nasdaq,"Cyclerion Therapeutics, Inc.",delisted_or_shrunk,13,2019-08-12,2022-11-03,2019-08-12,2023-05-22
1175680,CYDY,OTC,CytoDyn Inc.,delisted_or_shrunk,20,2018-01-08,2022-10-11,2018-01-08,2023-04-29
1509745,CYPH,Nasdaq,CYPHERPUNK TECHNOLOGIES INC.,delisted_or_shrunk,14,2018-02-23,2022-11-14,2018-02-23,2023-06-02
351998,DAIO,Nasdaq,DATA I/O CORP,delisted_or_shrunk,20,2018-03-28,2022-11-14,2018-03-28,2023-06-02
1401914,DARE,Nasdaq,"Dare Bioscience, Inc.",delisted_or_shrunk,13,2018-03-28,2022-11-10,2018-03-28,2023-05-29
1328237,DBC,NYSE,Invesco DB Commodity Index Tracking Fund,delisted_or_shrunk,7,2018-02-28,2022-02-25,2018-02-28,2022-09-13
1383062,DBE,NYSE,Invesco DB Energy Fund,delisted_or_shrunk,7,2018-02-28,2022-02-25,2018-02-28,2022-09-13
