ticker,name,sector,score,mcap,ret
TRN,TRINITY INDUSTRIES INC,Industrials,96.7,2.264831122856,-12.946673996701485
JOE,ST JOE CO,Real Estate,96.0,1.606158169036,0.6551347623699799
PDLI,PDL BIOPHARMA INC,Healthcare,95.6,0.739490739446,-48.59873995220509
MNST,MONSTER BEVERAGE CORP,Consumer Staples,95.4,1.51360277968,37.47923358068446
HLF,HERBALIFE LTD,Consumer Staples,94.2,1.73042749295,42.22811671087532
GBX,GREENBRIER COMPANIES INC,Industrials,93.9,1.0640041026379998,-38.44135127486042
BKNG,BOOKING HOLDINGS INC,Industrials,93.3,2.338324743888,11.815413550669485
CVI,CVR ENERGY INC,Energy,92.9,1.3491808549000002,6.616038100141575
ALTO,ALTO INGREDIENTS INC,Materials,91.8,0.25292596965,-53.7270087124879
STWD,STARWOOD PROPERTY TRUST INC,Real Estate,90.9,1.74252658047,-3.382259093809825
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Technology,90.5,2.35799036627,24.295397788084205
JNP,JUNIPER PHARMACEUTICALS INC,Healthcare,90.2,0.0603223656,83.92857142857146
ANIK,ANIKA THERAPEUTICS INC,Healthcare,90.2,0.59089353036,-6.332842415316653
GAMI,GAMCO INVESTORS INC ET AL,Financials,90.0,0.246707113004,-34.52058874630792
LRCX,LAM RESEARCH CORP,Technology,89.6,1.079500592516,1.5167132970107522
HPQ,HP INC,Technology,89.6,22.735280385228002,-33.26072926750565
LYB,LYONDELLBASELL INDUSTRIES NV,Materials,89.5,17.962464436797,13.211807007274846
DCH,DAUCH CORP,Consumer Disc,89.0,1.7113537700099999,-16.157591854802998
BKE,BUCKLE INC,Consumer Disc,88.7,0.8351788128890001,-40.172623530093276
RESI1,FRONT YARD RESIDENTIAL CORP,Real Estate,88.5,0.792320162885,-28.89931432695777
TNL,TRAVEL & LEISURE CO,Consumer Disc,88.3,3.194232665652,-13.517789611792852
HCI,HCI GROUP INC,Financials,85.5,0.346651517598,-17.14321942560071
USLM,UNITED STATES LIME & MINERALS INC,Materials,85.4,0.072039881204,-23.900588417466707
PNRG,PRIMEENERGY RESOURCES CORP,Energy,85.2,0.17047782839999998,-27.137750893593616
CLDPQ,CLOUD PEAK ENERGY INC,Energy,84.6,0.5600217598199999,-77.34204793028321
HNNA,HENNESSY ADVISORS INC,Financials,83.4,0.052275636417,37.97395413161231
CALL,MAGICJACK VOCALTEC LTD,Communication Svcs,83.1,0.1447968956,16.37931034482758
VZ,VERIZON COMMUNICATIONS INC,Communication Svcs,82.6,104.394599271842,3.609333386333824
ORA,ORMAT TECHNOLOGIES INC,Utilities,82.5,1.135351714872,35.11790182868142
SAFM,SANDERSON FARMS INC,Consumer Staples,81.9,1.770658403943,-6.638423619555689
CMCSA,COMCAST CORP,Communication Svcs,81.0,41.989728045833,-1.076008450842636
CNL1,CLECO CORP,Utilities,80.9,3.17254445997,-1.375963459891516
UGI,UGI CORP,Utilities,79.4,4.385294791272,-8.681634097432466
CULP,CULP INC,Unclassified,77.6,0.222719200788,18.526442835198598
CRAI,CRA INTERNATIONAL INC,Unclassified,75.6,0.249565928002,-38.4894421321929
TILE,INTERFACE INC,Unclassified,72.1,0.99330304858,17.19239746582195
