asof,year,n_per_sector,pick,ticker,name,sector,score,mcap,ret,basket_ret,pool_ret,basket_pctile,basket_p,days_held,partial_window,excess_vs_pool
2019-01-01,2019,1,1,IMMR,IMMERSION CORP,Technology,97.3,0.241435826472,-17.0834396529727,22.2488371715,24.7101681859,45.4,0.546,,,-41.7936078388727
2019-01-01,2019,1,2,MA,MASTERCARD INC,Financials,96.7,22.008260615695,59.15986972134843,22.2488371715,24.7101681859,45.4,0.546,,,34.449701535448426
2019-01-01,2019,1,3,HEES,H&E EQUIPMENT SERVICES INC,Industrials,95.0,0.598444348487,70.36484146414284,22.2488371715,24.7101681859,45.4,0.546,,,45.65467327824284
2019-01-01,2019,1,4,SRLP,SPRAGUE RESOURCES LP,Energy,92.6,0.196830772866,34.98498498498499,22.2488371715,24.7101681859,45.4,0.546,,,10.274816799084991
2019-01-01,2019,1,5,MNST,MONSTER BEVERAGE CORP,Consumer Staples,92.4,6.804215633705,29.110117838277127,22.2488371715,24.7101681859,45.4,0.546,,,4.399949652377128
2019-01-01,2019,1,6,MPT,MEDICAL PROPERTIES TRUST INC,Real Estate,91.7,3.34286138284,38.52620087336245,22.2488371715,24.7101681859,45.4,0.546,,,13.81603268746245
2019-01-01,2019,1,7,LGND,LIGAND PHARMACEUTICALS INC,Healthcare,90.6,2.8841306182,-23.146647015475295,22.2488371715,24.7101681859,45.4,0.546,,,-47.8568152013753
2019-01-01,2019,1,8,LYB,LYONDELLBASELL INDUSTRIES NV,Materials,89.8,16.79192977592,40.35139828184975,22.2488371715,24.7101681859,45.4,0.546,,,15.641230095949748
2019-01-01,2019,1,9,DCH,DAUCH CORP,Consumer Disc,89.3,1.2398877710999998,-3.063063063063065,22.2488371715,24.7101681859,45.4,0.546,,,-27.773231248963064
2019-01-01,2019,1,10,CMCSA,COMCAST CORP,Communication Svcs,87.5,53.208719895350995,34.0428831763018,22.2488371715,24.7101681859,45.4,0.546,,,9.3327149904018
2019-01-01,2019,1,11,WM,WASTE MANAGEMENT INC,Utilities,85.7,33.503628422741,30.45187890510672,22.2488371715,24.7101681859,45.4,0.546,,,5.741710719206722
2019-01-01,2019,1,12,CULP,CULP INC,Unclassified,76.3,0.210389522952,-26.7129794561216,22.2488371715,24.7101681859,45.4,0.546,,,-51.423147642021604
2019-01-01,2019,3,1,IMMR,IMMERSION CORP,Technology,97.3,0.241435826472,-17.0834396529727,22.3575272745,24.7101681859,39.75,0.6025,,,-41.7936078388727
2019-01-01,2019,3,2,MA,MASTERCARD INC,Financials,96.7,22.008260615695,59.15986972134843,22.3575272745,24.7101681859,39.75,0.6025,,,34.449701535448426
2019-01-01,2019,3,3,LRCX,LAM RESEARCH CORP,Technology,95.3,1.927060084908,119.31067804799488,22.3575272745,24.7101681859,39.75,0.6025,,,94.60050986209488
2019-01-01,2019,3,4,HEES,H&E EQUIPMENT SERVICES INC,Industrials,95.0,0.598444348487,70.36484146414284,22.3575272745,24.7101681859,39.75,0.6025,,,45.65467327824284
2019-01-01,2019,3,5,APH,AMPHENOL CORP,Technology,93.7,2.83850163996,34.89384288747346,22.3575272745,24.7101681859,39.75,0.6025,,,10.183674701573462
2019-01-01,2019,3,6,SRLP,SPRAGUE RESOURCES LP,Energy,92.6,0.196830772866,34.98498498498499,22.3575272745,24.7101681859,39.75,0.6025,,,10.274816799084991
2019-01-01,2019,3,7,MNST,MONSTER BEVERAGE CORP,Consumer Staples,92.4,6.804215633705,29.110117838277127,22.3575272745,24.7101681859,39.75,0.6025,,,4.399949652377128
2019-01-01,2019,3,8,MPT,MEDICAL PROPERTIES TRUST INC,Real Estate,91.7,3.34286138284,38.52620087336245,22.3575272745,24.7101681859,39.75,0.6025,,,13.81603268746245
2019-01-01,2019,3,9,JHG,JANUS HENDERSON GROUP PLC,Financials,90.7,2.844022053612,25.939377007962005,22.3575272745,24.7101681859,39.75,0.6025,,,1.2292088220620059
2019-01-01,2019,3,10,LGND,LIGAND PHARMACEUTICALS INC,Healthcare,90.6,2.8841306182,-23.146647015475295,22.3575272745,24.7101681859,39.75,0.6025,,,-47.8568152013753
2019-01-01,2019,3,11,CVI,CVR ENERGY INC,Energy,90.4,1.923049828271,25.369857284750896,22.3575272745,24.7101681859,39.75,0.6025,,,0.6596890988508974
2019-01-01,2019,3,12,SBRA,SABRA HEALTH CARE REIT INC,Real Estate,90.1,1.58851912725,41.077441077441065,22.3575272745,24.7101681859,39.75,0.6025,,,16.367272891541067
2019-01-01,2019,3,13,LYB,LYONDELLBASELL INDUSTRIES NV,Materials,89.8,16.79192977592,40.35139828184975,22.3575272745,24.7101681859,39.75,0.6025,,,15.641230095949748
2019-01-01,2019,3,14,DCH,DAUCH CORP,Consumer Disc,89.3,1.2398877710999998,-3.063063063063065,22.3575272745,24.7101681859,39.75,0.6025,,,-27.773231248963064
2019-01-01,2019,3,15,SUPN,SUPERNUS PHARMACEUTICALS INC,Healthcare,89.3,1.73597797186,-28.597230583985557,22.3575272745,24.7101681859,39.75,0.6025,,,-53.30739876988555
2019-01-01,2019,3,16,DECK,DECKERS OUTDOOR CORP,Consumer Disc,89.1,0.621031106925,31.97186400937868,22.3575272745,24.7101681859,39.75,0.6025,,,7.261695823478682
2019-01-01,2019,3,17,UTHR,UNITED THERAPEUTICS CORP,Healthcare,88.4,4.7466436841999995,-19.118457300275495,22.3575272745,24.7101681859,39.75,0.6025,,,-43.8286254861755
2019-01-01,2019,3,18,TTEK,TETRA TECH INC,Industrials,87.7,0.5435443835910001,67.76657500763822,22.3575272745,24.7101681859,39.75,0.6025,,,43.05640682173822
2019-01-01,2019,3,19,ALEX,ALEXANDER & BALDWIN INC,Real Estate,87.6,1.000384516901,17.495860033119737,22.3575272745,24.7101681859,39.75,0.6025,,,-7.214308152780262
2019-01-01,2019,3,20,LPX,LOUISIANA-PACIFIC CORP,Materials,87.6,2.782486839701,36.399614389365254,22.3575272745,24.7101681859,39.75,0.6025,,,11.689446203465256
2019-01-01,2019,3,21,CMCSA,COMCAST CORP,Communication Svcs,87.5,53.208719895350995,34.0428831763018,22.3575272745,24.7101681859,39.75,0.6025,,,9.3327149904018
2019-01-01,2019,3,22,AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,Industrials,87.3,1.07965446167,-34.652761317847826,22.3575272745,24.7101681859,39.75,0.6025,,,-59.36292950374782
2019-01-01,2019,3,23,WLKP,WESTLAKE CHEMICAL PARTNERS LP,Materials,86.7,0.411315217105,18.48686789494316,22.3575272745,24.7101681859,39.75,0.6025,,,-6.223300290956839
2019-01-01,2019,3,24,BKE,BUCKLE INC,Consumer Disc,86.5,0.4297896048,55.531478102189766,22.3575272745,24.7101681859,39.75,0.6025,,,30.821309916289767
2019-01-01,2019,3,25,WM,WASTE MANAGEMENT INC,Utilities,85.7,33.503628422741,30.45187890510672,22.3575272745,24.7101681859,39.75,0.6025,,,5.741710719206722
2019-01-01,2019,3,26,SM,SM ENERGY CO,Energy,85.1,1.543757110266,-26.69620804881593,22.3575272745,24.7101681859,39.75,0.6025,,,-51.40637623471593
2019-01-01,2019,3,27,UGI,UGI CORP,Utilities,83.7,6.7904472195,-13.256528417818746,22.3575272745,24.7101681859,39.75,0.6025,,,-37.966696603718745
2019-01-01,2019,3,28,CME,CME GROUP INC,Financials,83.2,9.491978883107,9.673591754488186,22.3575272745,24.7101681859,39.75,0.6025,,,-15.036576431411813
2019-01-01,2019,3,29,AWK,AMERICAN WATER WORKS COMPANY INC,Utilities,82.2,14.083816351296,37.77954452195323,22.3575272745,24.7101681859,39.75,0.6025,,,13.069376336053228
2019-01-01,2019,3,30,RRD,RR DONNELLEY & SONS CO,Communication Svcs,81.6,0.2652672,3.795116772823781,22.3575272745,24.7101681859,39.75,0.6025,,,-20.915051413076217
2019-01-01,2019,3,31,OMC,OMNICOM GROUP INC,Communication Svcs,81.0,12.4665504889,14.357877327964342,22.3575272745,24.7101681859,39.75,0.6025,,,-10.352290857935657
2019-01-01,2019,3,32,CAH,CARDINAL HEALTH INC,Consumer Staples,76.8,10.835232202642,17.9915857783155,22.3575272745,24.7101681859,39.75,0.6025,,,-6.718582407584499
2019-01-01,2019,3,33,CULP,CULP INC,Unclassified,76.3,0.210389522952,-26.7129794561216,22.3575272745,24.7101681859,39.75,0.6025,,,-51.423147642021604
2019-01-01,2019,3,34,JBSS,SANFILIPPO JOHN B & SON INC,Consumer Staples,76.2,0.32040491454,73.47983676779964,22.3575272745,24.7101681859,39.75,0.6025,,,48.76966858189964
2019-01-01,2019,3,35,VVV,VALVOLINE INC,Unclassified,68.7,3.374897164032,13.024085637823358,22.3575272745,24.7101681859,39.75,0.6025,,,-11.68608254807664
2019-01-01,2019,3,36,NVRI1,ENVIRI CORP,Unclassified,62.2,1.59502092654,15.861027190332331,22.3575272745,24.7101681859,39.75,0.6025,,,-8.849140995567668
2019-01-01,2019,5,1,IMMR,IMMERSION CORP,Technology,97.3,0.241435826472,-17.0834396529727,21.2510949649,24.7101681859,30.6,0.694,,,-41.7936078388727
2019-01-01,2019,5,2,MA,MASTERCARD INC,Financials,96.7,22.008260615695,59.15986972134843,21.2510949649,24.7101681859,30.6,0.694,,,34.449701535448426
2019-01-01,2019,5,3,LRCX,LAM RESEARCH CORP,Technology,95.3,1.927060084908,119.31067804799488,21.2510949649,24.7101681859,30.6,0.694,,,94.60050986209488
2019-01-01,2019,5,4,HEES,H&E EQUIPMENT SERVICES INC,Industrials,95.0,0.598444348487,70.36484146414284,21.2510949649,24.7101681859,30.6,0.694,,,45.65467327824284
2019-01-01,2019,5,5,APH,AMPHENOL CORP,Technology,93.7,2.83850163996,34.89384288747346,21.2510949649,24.7101681859,30.6,0.694,,,10.183674701573462
2019-01-01,2019,5,6,SRLP,SPRAGUE RESOURCES LP,Energy,92.6,0.196830772866,34.98498498498499,21.2510949649,24.7101681859,30.6,0.694,,,10.274816799084991
2019-01-01,2019,5,7,MNST,MONSTER BEVERAGE CORP,Consumer Staples,92.4,6.804215633705,29.110117838277127,21.2510949649,24.7101681859,30.6,0.694,,,4.399949652377128
2019-01-01,2019,5,8,MPT,MEDICAL PROPERTIES TRUST INC,Real Estate,91.7,3.34286138284,38.52620087336245,21.2510949649,24.7101681859,30.6,0.694,,,13.81603268746245
2019-01-01,2019,5,9,MU,MICRON TECHNOLOGY INC,Technology,91.4,34.680704083224,69.49185415050425,21.2510949649,24.7101681859,30.6,0.694,,,44.78168596460425
2019-01-01,2019,5,10,JHG,JANUS HENDERSON GROUP PLC,Financials,90.7,2.844022053612,25.939377007962005,21.2510949649,24.7101681859,30.6,0.694,,,1.2292088220620059
2019-01-01,2019,5,11,LGND,LIGAND PHARMACEUTICALS INC,Healthcare,90.6,2.8841306182,-23.146647015475295,21.2510949649,24.7101681859,30.6,0.694,,,-47.8568152013753
2019-01-01,2019,5,12,CVI,CVR ENERGY INC,Energy,90.4,1.923049828271,25.369857284750896,21.2510949649,24.7101681859,30.6,0.694,,,0.6596890988508974
2019-01-01,2019,5,13,FTNT,FORTINET INC,Technology,90.4,2.39983470763,51.58313218798807,21.2510949649,24.7101681859,30.6,0.694,,,26.87296400208807
2019-01-01,2019,5,14,SBRA,SABRA HEALTH CARE REIT INC,Real Estate,90.1,1.58851912725,41.077441077441065,21.2510949649,24.7101681859,30.6,0.694,,,16.367272891541067
2019-01-01,2019,5,15,LYB,LYONDELLBASELL INDUSTRIES NV,Materials,89.8,16.79192977592,40.35139828184975,21.2510949649,24.7101681859,30.6,0.694,,,15.641230095949748
2019-01-01,2019,5,16,SUPN,SUPERNUS PHARMACEUTICALS INC,Healthcare,89.3,1.73597797186,-28.597230583985557,21.2510949649,24.7101681859,30.6,0.694,,,-53.30739876988555
2019-01-01,2019,5,17,DCH,DAUCH CORP,Consumer Disc,89.3,1.2398877710999998,-3.063063063063065,21.2510949649,24.7101681859,30.6,0.694,,,-27.773231248963064
2019-01-01,2019,5,18,DECK,DECKERS OUTDOOR CORP,Consumer Disc,89.1,0.621031106925,31.97186400937868,21.2510949649,24.7101681859,30.6,0.694,,,7.261695823478682
2019-01-01,2019,5,19,UTHR,UNITED THERAPEUTICS CORP,Healthcare,88.4,4.7466436841999995,-19.118457300275495,21.2510949649,24.7101681859,30.6,0.694,,,-43.8286254861755
2019-01-01,2019,5,20,TTEK,TETRA TECH INC,Industrials,87.7,0.5435443835910001,67.76657500763822,21.2510949649,24.7101681859,30.6,0.694,,,43.05640682173822
2019-01-01,2019,5,21,LPX,LOUISIANA-PACIFIC CORP,Materials,87.6,2.782486839701,36.399614389365254,21.2510949649,24.7101681859,30.6,0.694,,,11.689446203465256
2019-01-01,2019,5,22,ALEX,ALEXANDER & BALDWIN INC,Real Estate,87.6,1.000384516901,17.495860033119737,21.2510949649,24.7101681859,30.6,0.694,,,-7.214308152780262
2019-01-01,2019,5,23,CMCSA,COMCAST CORP,Communication Svcs,87.5,53.208719895350995,34.0428831763018,21.2510949649,24.7101681859,30.6,0.694,,,9.3327149904018
2019-01-01,2019,5,24,AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,Industrials,87.3,1.07965446167,-34.652761317847826,21.2510949649,24.7101681859,30.6,0.694,,,-59.36292950374782
2019-01-01,2019,5,25,MAN,MANPOWERGROUP INC,Industrials,87.2,3.096645082836,53.54219080707641,21.2510949649,24.7101681859,30.6,0.694,,,28.83202262117641
2019-01-01,2019,5,26,ABBV,ABBVIE INC,Healthcare,87.1,99.950662280169,1.495929086339487,21.2510949649,24.7101681859,30.6,0.694,,,-23.214239099560512
2019-01-01,2019,5,27,ESIO,ELECTRO SCIENTIFIC INDUSTRIES INC,Industrials,87.0,1.02752436836,,21.2510949649,24.7101681859,30.6,0.694,,,
2019-01-01,2019,5,28,WLKP,WESTLAKE CHEMICAL PARTNERS LP,Materials,86.7,0.411315217105,18.48686789494316,21.2510949649,24.7101681859,30.6,0.694,,,-6.223300290956839
2019-01-01,2019,5,29,BKE,BUCKLE INC,Consumer Disc,86.5,0.4297896048,55.531478102189766,21.2510949649,24.7101681859,30.6,0.694,,,30.821309916289767
2019-01-01,2019,5,30,CORT,CORCEPT THERAPEUTICS INC,Healthcare,85.9,1.54270322128,-9.431137724550895,21.2510949649,24.7101681859,30.6,0.694,,,-34.141305910450896
2019-01-01,2019,5,31,WM,WASTE MANAGEMENT INC,Utilities,85.7,33.503628422741,30.45187890510672,21.2510949649,24.7101681859,30.6,0.694,,,5.741710719206722
2019-01-01,2019,5,32,RFP,RESOLUTE FOREST PRODUCTS INC,Materials,85.5,0.6624964384900001,-47.03395608891313,21.2510949649,24.7101681859,30.6,0.694,,,-71.74412427481313
2019-01-01,2019,5,33,PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,Real Estate,85.4,0.48425922258,30.358716173694145,21.2510949649,24.7101681859,30.6,0.694,,,5.648547987794146
2019-01-01,2019,5,34,AIV,APARTMENT INVESTMENT & MANAGEMENT CO,Real Estate,85.4,0.33385690767,21.35198135198135,21.2510949649,24.7101681859,30.6,0.694,,,-3.358186833918648
2019-01-01,2019,5,35,PENN,PENN ENTERTAINMENT INC,Consumer Disc,85.2,2.23805691711,35.740839086564,21.2510949649,24.7101681859,30.6,0.694,,,11.030670900664003
2019-01-01,2019,5,36,SM,SM ENERGY CO,Energy,85.1,1.543757110266,-26.69620804881593,21.2510949649,24.7101681859,30.6,0.694,,,-51.40637623471593
2019-01-01,2019,5,37,RYAM,RAYONIER ADVANCED MATERIALS INC,Materials,84.8,0.535323041736,-63.37275848912629,21.2510949649,24.7101681859,30.6,0.694,,,-88.08292667502629
2019-01-01,2019,5,38,NBL,NOBLE ENERGY INC,Energy,83.7,8.722266021,35.29347048792564,21.2510949649,24.7101681859,30.6,0.694,,,10.58330230202564
2019-01-01,2019,5,39,UGI,UGI CORP,Utilities,83.7,6.7904472195,-13.256528417818746,21.2510949649,24.7101681859,30.6,0.694,,,-37.966696603718745
2019-01-01,2019,5,40,CME,CME GROUP INC,Financials,83.2,9.491978883107,9.673591754488186,21.2510949649,24.7101681859,30.6,0.694,,,-15.036576431411813
2019-01-01,2019,5,41,AMZN,AMAZON COM INC,Consumer Disc,82.3,36.72105499417201,23.02693777546969,21.2510949649,24.7101681859,30.6,0.694,,,-1.6832304104303084
2019-01-01,2019,5,42,AWK,AMERICAN WATER WORKS COMPANY INC,Utilities,82.2,14.083816351296,37.77954452195323,21.2510949649,24.7101681859,30.6,0.694,,,13.069376336053228
2019-01-01,2019,5,43,RRD,RR DONNELLEY & SONS CO,Communication Svcs,81.6,0.2652672,3.795116772823781,21.2510949649,24.7101681859,30.6,0.694,,,-20.915051413076217
2019-01-01,2019,5,44,OMC,OMNICOM GROUP INC,Communication Svcs,81.0,12.4665504889,14.357877327964342,21.2510949649,24.7101681859,30.6,0.694,,,-10.352290857935657
2019-01-01,2019,5,45,CRTO,CRITEO SA,Communication Svcs,80.8,1.5304500992,-23.723591549295776,21.2510949649,24.7101681859,30.6,0.694,,,-48.43375973519578
2019-01-01,2019,5,46,CAPL,CROSSAMERICA PARTNERS LP,Energy,79.8,0.212382400758,43.75608173856633,21.2510949649,24.7101681859,30.6,0.694,,,19.04591355266633
2019-01-01,2019,5,47,EBF,ENNIS INC,Communication Svcs,78.7,0.3098544495479999,17.59259259259258,21.2510949649,24.7101681859,30.6,0.694,,,-7.117575593307418
2019-01-01,2019,5,48,AVA,AVISTA CORP,Utilities,78.6,1.976420544,17.23943100239298,21.2510949649,24.7101681859,30.6,0.694,,,-7.470737183507019
2019-01-01,2019,5,49,CAH,CARDINAL HEALTH INC,Consumer Staples,76.8,10.835232202642,17.9915857783155,21.2510949649,24.7101681859,30.6,0.694,,,-6.718582407584499
2019-01-01,2019,5,50,CULP,CULP INC,Unclassified,76.3,0.210389522952,-26.7129794561216,21.2510949649,24.7101681859,30.6,0.694,,,-51.423147642021604
2019-01-01,2019,5,51,JBSS,SANFILIPPO JOHN B & SON INC,Consumer Staples,76.2,0.32040491454,73.47983676779964,21.2510949649,24.7101681859,30.6,0.694,,,48.76966858189964
2019-01-01,2019,5,52,IBKR,INTERACTIVE BROKERS GROUP INC,Financials,75.7,0.550447339134,-14.017185821697096,21.2510949649,24.7101681859,30.6,0.694,,,-38.72735400759709
2019-01-01,2019,5,53,PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,75.2,70.751046306213,34.96803111198999,21.2510949649,24.7101681859,30.6,0.694,,,10.257862926089988
2019-01-01,2019,5,54,ENVA,ENOVA INTERNATIONAL INC,Financials,74.5,0.6669873161000001,23.638232271325776,21.2510949649,24.7101681859,30.6,0.694,,,-1.0719359145742224
2019-01-01,2019,5,55,VGR,VECTOR GROUP LTD,Consumer Staples,73.4,0.570422470816,66.15612648221342,21.2510949649,24.7101681859,30.6,0.694,,,41.44595829631342
2019-01-01,2019,5,56,SO,SOUTHERN CO,Utilities,72.3,33.484153332096,51.61627335299903,21.2510949649,24.7101681859,30.6,0.694,,,26.90610516709903
2019-01-01,2019,5,57,VVV,VALVOLINE INC,Unclassified,68.7,3.374897164032,13.024085637823358,21.2510949649,24.7101681859,30.6,0.694,,,-11.68608254807664
2019-01-01,2019,5,58,NVRI1,ENVIRI CORP,Unclassified,62.2,1.59502092654,15.861027190332331,21.2510949649,24.7101681859,30.6,0.694,,,-8.849140995567668
2019-01-01,2019,5,59,NPO,ENPRO INC,Unclassified,59.9,1.145495027259,13.066463889341517,21.2510949649,24.7101681859,30.6,0.694,,,-11.643704296558482
2019-01-01,2019,5,60,MHK,MOHAWK INDUSTRIES INC,Unclassified,59.0,8.678308607199998,16.603967168262646,21.2510949649,24.7101681859,30.6,0.694,,,-8.106201017637353
2019-01-01,2019,10,1,IMMR,IMMERSION CORP,Technology,97.3,0.241435826472,-17.0834396529727,20.1562182244,24.7101681859,14.1,0.859,,,-41.7936078388727
2019-01-01,2019,10,2,MA,MASTERCARD INC,Financials,96.7,22.008260615695,59.15986972134843,20.1562182244,24.7101681859,14.1,0.859,,,34.449701535448426
2019-01-01,2019,10,3,LRCX,LAM RESEARCH CORP,Technology,95.3,1.927060084908,119.31067804799488,20.1562182244,24.7101681859,14.1,0.859,,,94.60050986209488
2019-01-01,2019,10,4,HEES,H&E EQUIPMENT SERVICES INC,Industrials,95.0,0.598444348487,70.36484146414284,20.1562182244,24.7101681859,14.1,0.859,,,45.65467327824284
2019-01-01,2019,10,5,APH,AMPHENOL CORP,Technology,93.7,2.83850163996,34.89384288747346,20.1562182244,24.7101681859,14.1,0.859,,,10.183674701573462
2019-01-01,2019,10,6,SRLP,SPRAGUE RESOURCES LP,Energy,92.6,0.196830772866,34.98498498498499,20.1562182244,24.7101681859,14.1,0.859,,,10.274816799084991
2019-01-01,2019,10,7,MNST,MONSTER BEVERAGE CORP,Consumer Staples,92.4,6.804215633705,29.110117838277127,20.1562182244,24.7101681859,14.1,0.859,,,4.399949652377128
2019-01-01,2019,10,8,MPT,MEDICAL PROPERTIES TRUST INC,Real Estate,91.7,3.34286138284,38.52620087336245,20.1562182244,24.7101681859,14.1,0.859,,,13.81603268746245
2019-01-01,2019,10,9,MU,MICRON TECHNOLOGY INC,Technology,91.4,34.680704083224,69.49185415050425,20.1562182244,24.7101681859,14.1,0.859,,,44.78168596460425
2019-01-01,2019,10,10,JHG,JANUS HENDERSON GROUP PLC,Financials,90.7,2.844022053612,25.939377007962005,20.1562182244,24.7101681859,14.1,0.859,,,1.2292088220620059
2019-01-01,2019,10,11,LGND,LIGAND PHARMACEUTICALS INC,Healthcare,90.6,2.8841306182,-23.146647015475295,20.1562182244,24.7101681859,14.1,0.859,,,-47.8568152013753
2019-01-01,2019,10,12,CVI,CVR ENERGY INC,Energy,90.4,1.923049828271,25.369857284750896,20.1562182244,24.7101681859,14.1,0.859,,,0.6596890988508974
2019-01-01,2019,10,13,FTNT,FORTINET INC,Technology,90.4,2.39983470763,51.58313218798807,20.1562182244,24.7101681859,14.1,0.859,,,26.87296400208807
2019-01-01,2019,10,14,SBRA,SABRA HEALTH CARE REIT INC,Real Estate,90.1,1.58851912725,41.077441077441065,20.1562182244,24.7101681859,14.1,0.859,,,16.367272891541067
2019-01-01,2019,10,15,LYB,LYONDELLBASELL INDUSTRIES NV,Materials,89.8,16.79192977592,40.35139828184975,20.1562182244,24.7101681859,14.1,0.859,,,15.641230095949748
2019-01-01,2019,10,16,SUPN,SUPERNUS PHARMACEUTICALS INC,Healthcare,89.3,1.73597797186,-28.597230583985557,20.1562182244,24.7101681859,14.1,0.859,,,-53.30739876988555
2019-01-01,2019,10,17,DCH,DAUCH CORP,Consumer Disc,89.3,1.2398877710999998,-3.063063063063065,20.1562182244,24.7101681859,14.1,0.859,,,-27.773231248963064
2019-01-01,2019,10,18,DECK,DECKERS OUTDOOR CORP,Consumer Disc,89.1,0.621031106925,31.97186400937868,20.1562182244,24.7101681859,14.1,0.859,,,7.261695823478682
2019-01-01,2019,10,19,ONTO,ONTO INNOVATION INC,Technology,88.5,0.6618113094599999,33.69923161361142,20.1562182244,24.7101681859,14.1,0.859,,,8.989063427711418
2019-01-01,2019,10,20,UTHR,UNITED THERAPEUTICS CORP,Healthcare,88.4,4.7466436841999995,-19.118457300275495,20.1562182244,24.7101681859,14.1,0.859,,,-43.8286254861755
2019-01-01,2019,10,21,UIS,UNISYS CORP,Technology,88.3,0.59341612126,1.9776440240756532,20.1562182244,24.7101681859,14.1,0.859,,,-22.732524161824344
2019-01-01,2019,10,22,HPQ,HP INC,Technology,88.0,24.305975056522,3.854020196855412,20.1562182244,24.7101681859,14.1,0.859,,,-20.856147989044587
2019-01-01,2019,10,23,TTEK,TETRA TECH INC,Industrials,87.7,0.5435443835910001,67.76657500763822,20.1562182244,24.7101681859,14.1,0.859,,,43.05640682173822
2019-01-01,2019,10,24,LPX,LOUISIANA-PACIFIC CORP,Materials,87.6,2.782486839701,36.399614389365254,20.1562182244,24.7101681859,14.1,0.859,,,11.689446203465256
2019-01-01,2019,10,25,ALEX,ALEXANDER & BALDWIN INC,Real Estate,87.6,1.000384516901,17.495860033119737,20.1562182244,24.7101681859,14.1,0.859,,,-7.214308152780262
2019-01-01,2019,10,26,CMCSA,COMCAST CORP,Communication Svcs,87.5,53.208719895350995,34.0428831763018,20.1562182244,24.7101681859,14.1,0.859,,,9.3327149904018
2019-01-01,2019,10,27,AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,Industrials,87.3,1.07965446167,-34.652761317847826,20.1562182244,24.7101681859,14.1,0.859,,,-59.36292950374782
2019-01-01,2019,10,28,ANET,ARISTA NETWORKS INC,Technology,87.3,0.9933021137,-3.462677500189848,20.1562182244,24.7101681859,14.1,0.859,,,-28.172845686089847
2019-01-01,2019,10,29,MAN,MANPOWERGROUP INC,Industrials,87.2,3.096645082836,53.54219080707641,20.1562182244,24.7101681859,14.1,0.859,,,28.83202262117641
2019-01-01,2019,10,30,ABBV,ABBVIE INC,Healthcare,87.1,99.950662280169,1.495929086339487,20.1562182244,24.7101681859,14.1,0.859,,,-23.214239099560512
2019-01-01,2019,10,31,ESIO,ELECTRO SCIENTIFIC INDUSTRIES INC,Industrials,87.0,1.02752436836,,20.1562182244,24.7101681859,14.1,0.859,,,
2019-01-01,2019,10,32,WLKP,WESTLAKE CHEMICAL PARTNERS LP,Materials,86.7,0.411315217105,18.48686789494316,20.1562182244,24.7101681859,14.1,0.859,,,-6.223300290956839
2019-01-01,2019,10,33,BKE,BUCKLE INC,Consumer Disc,86.5,0.4297896048,55.531478102189766,20.1562182244,24.7101681859,14.1,0.859,,,30.821309916289767
2019-01-01,2019,10,34,RTX,RTX CORP,Industrials,86.5,41.93072193814899,43.80217387151617,20.1562182244,24.7101681859,14.1,0.859,,,19.09200568561617
2019-01-01,2019,10,35,AEIS,ADVANCED ENERGY INDUSTRIES INC,Technology,86.0,1.6189651204650002,65.85122316525212,20.1562182244,24.7101681859,14.1,0.859,,,41.14105497935212
2019-01-01,2019,10,36,CORT,CORCEPT THERAPEUTICS INC,Healthcare,85.9,1.54270322128,-9.431137724550895,20.1562182244,24.7101681859,14.1,0.859,,,-34.141305910450896
2019-01-01,2019,10,37,LGIH,LGI HOMES INC,Industrials,85.8,1.02726708112,56.23617868199913,20.1562182244,24.7101681859,14.1,0.859,,,31.52601049609913
2019-01-01,2019,10,38,WM,WASTE MANAGEMENT INC,Utilities,85.7,33.503628422741,30.45187890510672,20.1562182244,24.7101681859,14.1,0.859,,,5.741710719206722
2019-01-01,2019,10,39,RFP,RESOLUTE FOREST PRODUCTS INC,Materials,85.5,0.6624964384900001,-47.03395608891313,20.1562182244,24.7101681859,14.1,0.859,,,-71.74412427481313
2019-01-01,2019,10,40,PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,Real Estate,85.4,0.48425922258,30.358716173694145,20.1562182244,24.7101681859,14.1,0.859,,,5.648547987794146
2019-01-01,2019,10,41,AIV,APARTMENT INVESTMENT & MANAGEMENT CO,Real Estate,85.4,0.33385690767,21.35198135198135,20.1562182244,24.7101681859,14.1,0.859,,,-3.358186833918648
2019-01-01,2019,10,42,EXEL,EXELIXIS INC,Healthcare,85.3,5.880998265450001,-10.421962379257756,20.1562182244,24.7101681859,14.1,0.859,,,-35.13213056515775
2019-01-01,2019,10,43,TECD,TECH DATA CORP,Industrials,85.2,3.05296561836,75.52866397750886,20.1562182244,24.7101681859,14.1,0.859,,,50.81849579160885
2019-01-01,2019,10,44,TPH,TRI POINTE HOMES INC,Industrials,85.2,1.55427128109,42.543458371454726,20.1562182244,24.7101681859,14.1,0.859,,,17.833290185554727
2019-01-01,2019,10,45,PENN,PENN ENTERTAINMENT INC,Consumer Disc,85.2,2.23805691711,35.740839086564,20.1562182244,24.7101681859,14.1,0.859,,,11.030670900664003
