asof,year,n_per_sector,pick,ticker,name,sector,score,mcap,ret,basket_ret,pool_ret,basket_pctile,basket_p,days_held,partial_window,excess_vs_pool
2020-01-01,2020,20,203,UTL,UNITIL CORP,Utilities,62.5,0.7402352845650001,-27.44137277438349,9.5604455133,15.8391547993,4.15,0.9585,,,-43.280527573683486
2020-01-01,2020,20,204,WCN,WASTE CONNECTIONS INC,Utilities,62.5,22.774823119037997,13.043276912033727,9.5604455133,15.8391547993,4.15,0.9585,,,-2.795877887266272
2020-01-01,2020,20,205,TILE,INTERFACE INC,Unclassified,62.3,0.940309713024,-37.41923459244533,9.5604455133,15.8391547993,4.15,0.9585,,,-53.258389391745325
2020-01-01,2020,20,206,NI,NISOURCE INC,Utilities,62.0,8.335230892925999,-16.30814735143855,9.5604455133,15.8391547993,4.15,0.9585,,,-32.14730215073855
2020-01-01,2020,20,207,CAH,CARDINAL HEALTH INC,Consumer Staples,61.9,12.55067527014,8.923327895595445,9.5604455133,15.8391547993,4.15,0.9585,,,-6.915826903704554
2020-01-01,2020,20,208,COR,CENCORA INC,Consumer Staples,61.1,16.180953531508003,16.04774873374226,9.5604455133,15.8391547993,4.15,0.9585,,,0.20859393444226093
2020-01-01,2020,20,209,TGNA,TEGNA INC,Communication Svcs,61.0,3.1143026354159997,-15.649811951525283,9.5604455133,15.8391547993,4.15,0.9585,,,-31.488966750825284
2020-01-01,2020,20,210,HAL,HALLIBURTON CO,Energy,61.0,18.963208388391003,-20.274961810859615,9.5604455133,15.8391547993,4.15,0.9585,,,-36.11411661015961
2020-01-01,2020,20,211,CLH,CLEAN HARBORS INC,Utilities,60.9,4.785625866,-12.244897959183676,9.5604455133,15.8391547993,4.15,0.9585,,,-28.084052758483676
2020-01-01,2020,20,212,NEE,NEXTERA ENERGY INC,Utilities,60.5,24.968139452948996,27.98974218428831,9.5604455133,15.8391547993,4.15,0.9585,,,12.150587384988311
2020-01-01,2020,20,213,AWR,AMERICAN STATES WATER CO,Utilities,60.0,2.786082656028,-8.014227534775486,9.5604455133,15.8391547993,4.15,0.9585,,,-23.853382334075484
2020-01-01,2020,20,214,CCOI,COGENT COMMUNICATIONS HOLDINGS INC,Communication Svcs,59.9,2.22077751812,-6.889498102066649,9.5604455133,15.8391547993,4.15,0.9585,,,-22.728652901366647
2020-01-01,2020,20,215,EQM,EQM MIDSTREAM PARTNERS LP,Energy,59.0,5.59597519908,,9.5604455133,15.8391547993,4.15,0.9585,,,
2020-01-01,2020,20,216,PEP,PEPSICO INC,Consumer Staples,58.9,155.71519975912202,10.962756002113384,9.5604455133,15.8391547993,4.15,0.9585,,,-4.876398797186615
2020-01-01,2020,20,217,D,DOMINION ENERGY INC,Utilities,58.4,51.430166818404,-6.710517892580503,9.5604455133,15.8391547993,4.15,0.9585,,,-22.549672691880502
2020-01-01,2020,20,218,IDA,IDACORP INC,Utilities,58.4,4.415414906112,-8.236314660092214,9.5604455133,15.8391547993,4.15,0.9585,,,-24.075469459392213
2020-01-01,2020,20,219,YORW,YORK WATER CO,Utilities,58.2,0.521555907885,2.821566430083422,9.5604455133,15.8391547993,4.15,0.9585,,,-13.017588369216577
2020-01-01,2020,20,220,NPO,ENPRO INC,Unclassified,58.2,1.29795998815,14.662930344275416,9.5604455133,15.8391547993,4.15,0.9585,,,-1.1762244550245828
2020-01-01,2020,20,221,MDP,MEREDITH CORP,Communication Svcs,58.0,1.412326753236,-39.41396783432474,9.5604455133,15.8391547993,4.15,0.9585,,,-55.253122633624734
2020-01-01,2020,20,222,GIS,GENERAL MILLS INC,Consumer Staples,57.6,25.122275961581,13.132869489852418,9.5604455133,15.8391547993,4.15,0.9585,,,-2.7062853094475816
2020-01-01,2020,20,223,CPB,CAMPBELL'S CO,Consumer Staples,57.2,11.623987141298,0.0207608864898567,9.5604455133,15.8391547993,4.15,0.9585,,,-15.818393912810143
2020-01-01,2020,20,224,ZD,ZIFF DAVIS INC,Communication Svcs,56.9,3.83908309972,4.258586986875179,9.5604455133,15.8391547993,4.15,0.9585,,,-11.580567812424821
2020-01-01,2020,20,225,HLF,HERBALIFE LTD,Consumer Staples,56.8,7.02143724093,0.2517306482064052,9.5604455133,15.8391547993,4.15,0.9585,,,-15.587424151093593
2020-01-01,2020,20,226,LW,LAMB WESTON HOLDINGS INC,Consumer Staples,56.8,11.13217035723,-8.84209145181395,9.5604455133,15.8391547993,4.15,0.9585,,,-24.681246251113947
2020-01-01,2020,20,227,CNK,CINEMARK HOLDINGS INC,Communication Svcs,55.6,3.823385679333,-46.65563624107608,9.5604455133,15.8391547993,4.15,0.9585,,,-62.49479104037608
2020-01-01,2020,20,228,UEIC,UNIVERSAL ELECTRONICS INC,Unclassified,55.0,0.6903226331550001,-0.4983556281903833,9.5604455133,15.8391547993,4.15,0.9585,,,-16.337510427490383
2020-01-01,2020,20,229,KN,KNOWLES CORP,Unclassified,51.4,1.93618375065,-13.522458628841605,9.5604455133,15.8391547993,4.15,0.9585,,,-29.361613428141602
2020-01-01,2020,20,230,UFI,UNIFI INC,Unclassified,48.0,0.46720661082,-29.176563737133808,9.5604455133,15.8391547993,4.15,0.9585,,,-45.01571853643381
2020-01-01,2020,20,231,DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Unclassified,47.6,0.359121,63.992359121298946,9.5604455133,15.8391547993,4.15,0.9585,,,48.15320432199895
2020-01-01,2020,20,232,SONO,SONOS INC,Unclassified,42.2,1.6934961109,50.06402048655572,9.5604455133,15.8391547993,4.15,0.9585,,,34.22486568725572
2020-01-01,2020,20,233,ADT,ADT INC,Unclassified,41.2,5.0669737355399995,2.127659574468077,9.5604455133,15.8391547993,4.15,0.9585,,,-13.711495224831921
2020-01-01,2020,20,234,NVRI1,ENVIRI CORP,Unclassified,36.9,1.8087795141,-23.55497609734899,9.5604455133,15.8391547993,4.15,0.9585,,,-39.39413089664899
2020-01-01,2020,20,235,KWR,QUAKER CHEMICAL CORP,Unclassified,33.9,2.71247599608,54.394383138957195,9.5604455133,15.8391547993,4.15,0.9585,,,38.5552283396572
2020-01-01,2020,20,236,ASPS,ALTISOURCE PORTFOLIO SOLUTIONS SA,Unclassified,32.8,2.42610860928,-32.12622866011381,9.5604455133,15.8391547993,4.15,0.9585,,,-47.96538345941381
2021-01-01,2021,1,1,SGI,SOMNIGROUP INTERNATIONAL INC,Consumer Disc,96.5,1.313494696656,75.59404579553042,32.939305904,24.119198515,75.8,0.242,,,51.47484728053042
2021-01-01,2021,1,2,CHRS,COHERUS ONCOLOGY INC,Healthcare,95.9,1.2521944485599998,-8.170310701956263,32.939305904,24.119198515,75.8,0.242,,,-32.28950921695626
2021-01-01,2021,1,3,FTNT,FORTINET INC,Technology,95.0,4.82223661995,141.97131892546955,32.939305904,24.119198515,75.8,0.242,,,117.85212041046955
2021-01-01,2021,1,4,PRDO,PERDOCEO EDUCATION CORP,Industrials,94.0,0.8180711249129999,-6.885745744050142,32.939305904,24.119198515,75.8,0.242,,,-31.00494425905014
2021-01-01,2021,1,5,VST,VISTRA CORP,Utilities,92.5,8.63076088982,19.54661377160669,32.939305904,24.119198515,75.8,0.242,,,-4.5725847433933104
2021-01-01,2021,1,6,REGI,RENEWABLE ENERGY GROUP INC,Materials,92.5,2.78554315958,-40.07342558599265,32.939305904,24.119198515,75.8,0.242,,,-64.19262410099265
2021-01-01,2021,1,7,CNSL,CONSOLIDATED COMMUNICATIONS HOLDINGS INC,Communication Svcs,90.9,0.38831746725,52.96523517382414,32.939305904,24.119198515,75.8,0.242,,,28.84603665882414
2021-01-01,2021,1,8,ESGR,ENSTAR GROUP LTD,Financials,89.6,2.8085147180299996,20.8404509736932,32.939305904,24.119198515,75.8,0.242,,,-3.2787475413067995
2021-01-01,2021,1,9,SFM,SPROUTS FARMERS MARKET INC,Consumer Staples,87.2,2.3708005476000005,47.661691542288544,32.939305904,24.119198515,75.8,0.242,,,23.542493027288543
2021-01-01,2021,1,10,PDM,PIEDMONT REALTY TRUST INC,Real Estate,85.8,1.515747920574,19.896898644716067,32.939305904,24.119198515,75.8,0.242,,,-4.222299870283933
2021-01-01,2021,1,11,WKC,WORLD KINECT CORP,Energy,83.0,1.73925573022,-13.72813903391872,32.939305904,24.119198515,75.8,0.242,,,-37.84733754891872
2021-01-01,2021,1,12,CRAI,CRA INTERNATIONAL INC,Unclassified,78.2,0.368193814884,85.65303708709979,32.939305904,24.119198515,75.8,0.242,,,61.53383857209979
2021-01-01,2021,3,1,SGI,SOMNIGROUP INTERNATIONAL INC,Consumer Disc,96.5,1.313494696656,75.59404579553042,29.8269507109,24.119198515,77.15,0.2285,,,51.47484728053042
2021-01-01,2021,3,2,CHRS,COHERUS ONCOLOGY INC,Healthcare,95.9,1.2521944485599998,-8.170310701956263,29.8269507109,24.119198515,77.15,0.2285,,,-32.28950921695626
2021-01-01,2021,3,3,FTNT,FORTINET INC,Technology,95.0,4.82223661995,141.97131892546955,29.8269507109,24.119198515,77.15,0.2285,,,117.85212041046955
2021-01-01,2021,3,4,BIGGQ,BIG LOTS INC,Consumer Disc,94.7,1.445694893312,7.320892265831547,29.8269507109,24.119198515,77.15,0.2285,,,-16.798306249168455
2021-01-01,2021,3,5,CPRX,CATALYST PHARMACEUTICALS INC,Healthcare,94.2,0.3461850681599999,102.69461077844312,29.8269507109,24.119198515,77.15,0.2285,,,78.57541226344313
2021-01-01,2021,3,6,PRDO,PERDOCEO EDUCATION CORP,Industrials,94.0,0.8180711249129999,-6.885745744050142,29.8269507109,24.119198515,77.15,0.2285,,,-31.00494425905014
2021-01-01,2021,3,7,NVDA,NVIDIA CORP,Technology,93.6,8.048857,125.4864262093363,29.8269507109,24.119198515,77.15,0.2285,,,101.3672276943363
2021-01-01,2021,3,8,TSCO,TRACTOR SUPPLY CO,Consumer Disc,93.3,2.962179237238,71.55386007000433,29.8269507109,24.119198515,77.15,0.2285,,,47.43466155500433
2021-01-01,2021,3,9,SIGA,SIGA TECHNOLOGIES INC,Healthcare,93.1,0.36718325172,3.435919055649239,29.8269507109,24.119198515,77.15,0.2285,,,-20.68327945935076
2021-01-01,2021,3,10,REGI,RENEWABLE ENERGY GROUP INC,Materials,92.5,2.78554315958,-40.07342558599265,29.8269507109,24.119198515,77.15,0.2285,,,-64.19262410099265
2021-01-01,2021,3,11,VST,VISTRA CORP,Utilities,92.5,8.63076088982,19.54661377160669,29.8269507109,24.119198515,77.15,0.2285,,,-4.5725847433933104
2021-01-01,2021,3,12,BERY,BERRY GLOBAL GROUP INC,Materials,91.6,6.6051795,31.305455059926835,29.8269507109,24.119198515,77.15,0.2285,,,7.1862565449268345
2021-01-01,2021,3,13,SNX,TD SYNNEX CORP,Industrials,91.4,3.91607317815,41.47416913458375,29.8269507109,24.119198515,77.15,0.2285,,,17.354970619583746
2021-01-01,2021,3,14,APH,AMPHENOL CORP,Technology,91.0,4.64288173552,35.244845360824726,29.8269507109,24.119198515,77.15,0.2285,,,11.125646845824726
2021-01-01,2021,3,15,CNSL,CONSOLIDATED COMMUNICATIONS HOLDINGS INC,Communication Svcs,90.9,0.38831746725,52.96523517382414,29.8269507109,24.119198515,77.15,0.2285,,,28.84603665882414
2021-01-01,2021,3,16,PLUS,EPLUS INC,Industrials,90.5,0.5845922219199999,22.525415896488,29.8269507109,24.119198515,77.15,0.2285,,,-1.5937826185120016
2021-01-01,2021,3,17,ESGR,ENSTAR GROUP LTD,Financials,89.6,2.8085147180299996,20.8404509736932,29.8269507109,24.119198515,77.15,0.2285,,,-3.2787475413067995
2021-01-01,2021,3,18,VHC,VIRNETX HOLDING CORP,Financials,88.5,2.76027015165,-48.412923156133346,29.8269507109,24.119198515,77.15,0.2285,,,-72.53212167113335
2021-01-01,2021,3,19,SFM,SPROUTS FARMERS MARKET INC,Consumer Staples,87.2,2.3708005476000005,47.661691542288544,29.8269507109,24.119198515,77.15,0.2285,,,23.542493027288543
2021-01-01,2021,3,20,FF,FUTUREFUEL CORP,Materials,86.7,0.257997647214,-25.211936249576127,29.8269507109,24.119198515,77.15,0.2285,,,-49.33113476457613
2021-01-01,2021,3,21,IBKR,INTERACTIVE BROKERS GROUP INC,Financials,86.0,0.623465863713,31.125110072478492,29.8269507109,24.119198515,77.15,0.2285,,,7.005911557478491
2021-01-01,2021,3,22,PDM,PIEDMONT REALTY TRUST INC,Real Estate,85.8,1.515747920574,19.896898644716067,29.8269507109,24.119198515,77.15,0.2285,,,-4.222299870283933
2021-01-01,2021,3,23,NGVC,NATURAL GROCERS BY VITAMIN COTTAGE INC,Consumer Staples,83.1,0.25699996211,6.2686567164178975,29.8269507109,24.119198515,77.15,0.2285,,,-17.850541798582103
2021-01-01,2021,3,24,WKC,WORLD KINECT CORP,Energy,83.0,1.73925573022,-13.72813903391872,29.8269507109,24.119198515,77.15,0.2285,,,-37.84733754891872
2021-01-01,2021,3,25,NRG,NRG ENERGY INC,Utilities,82.9,7.849990267262,18.551473104563975,29.8269507109,24.119198515,77.15,0.2285,,,-5.567725410436026
2021-01-01,2021,3,26,CMCSA,COMCAST CORP,Communication Svcs,82.7,84.988298867395,-2.221143342638665,29.8269507109,24.119198515,77.15,0.2285,,,-26.340341857638666
2021-01-01,2021,3,27,NHI,NATIONAL HEALTH INVESTORS INC,Real Estate,81.9,2.259493365855,-11.727209739681276,29.8269507109,24.119198515,77.15,0.2285,,,-35.84640825468128
2021-01-01,2021,3,28,CAPL,CROSSAMERICA PARTNERS LP,Energy,81.7,0.365653852176,23.30157415078706,29.8269507109,24.119198515,77.15,0.2285,,,-0.8176243642129393
2021-01-01,2021,3,29,OMC,OMNICOM GROUP INC,Communication Svcs,81.6,11.018680588368,21.936943967535516,29.8269507109,24.119198515,77.15,0.2285,,,-2.1822545474644848
2021-01-01,2021,3,30,RSG,REPUBLIC SERVICES INC,Utilities,81.2,28.585142098910005,47.03075173382692,29.8269507109,24.119198515,77.15,0.2285,,,22.911553218826917
2021-01-01,2021,3,31,OLP,ONE LIBERTY PROPERTIES INC,Real Estate,80.9,0.272922691633,87.33881306085516,29.8269507109,24.119198515,77.15,0.2285,,,63.21961454585516
2021-01-01,2021,3,32,VLGEA,VILLAGE SUPER MARKET INC,Consumer Staples,80.7,0.249273463796,9.553432570539863,29.8269507109,24.119198515,77.15,0.2285,,,-14.565765944460138
2021-01-01,2021,3,33,CRAI,CRA INTERNATIONAL INC,Unclassified,78.2,0.368193814884,85.65303708709979,29.8269507109,24.119198515,77.15,0.2285,,,61.53383857209979
2021-01-01,2021,3,34,WMB,WILLIAMS COMPANIES INC,Energy,77.9,18.707423827555,38.43010055141096,29.8269507109,24.119198515,77.15,0.2285,,,14.310902036410958
2021-01-01,2021,3,35,UEIC,UNIVERSAL ELECTRONICS INC,Unclassified,70.0,0.684073880352,-22.320710725196975,29.8269507109,24.119198515,77.15,0.2285,,,-46.439909240196975
2021-01-01,2021,3,36,VVV,VALVOLINE INC,Unclassified,69.1,4.152159807536,63.814028199179006,29.8269507109,24.119198515,77.15,0.2285,,,39.694829684179005
2021-01-01,2021,5,1,SGI,SOMNIGROUP INTERNATIONAL INC,Consumer Disc,96.5,1.313494696656,75.59404579553042,33.6863572123,24.119198515,93.4,0.066,,,51.47484728053042
2021-01-01,2021,5,2,CHRS,COHERUS ONCOLOGY INC,Healthcare,95.9,1.2521944485599998,-8.170310701956263,33.6863572123,24.119198515,93.4,0.066,,,-32.28950921695626
2021-01-01,2021,5,3,FTNT,FORTINET INC,Technology,95.0,4.82223661995,141.97131892546955,33.6863572123,24.119198515,93.4,0.066,,,117.85212041046955
2021-01-01,2021,5,4,BIGGQ,BIG LOTS INC,Consumer Disc,94.7,1.445694893312,7.320892265831547,33.6863572123,24.119198515,93.4,0.066,,,-16.798306249168455
2021-01-01,2021,5,5,CPRX,CATALYST PHARMACEUTICALS INC,Healthcare,94.2,0.3461850681599999,102.69461077844312,33.6863572123,24.119198515,93.4,0.066,,,78.57541226344313
2021-01-01,2021,5,6,PRDO,PERDOCEO EDUCATION CORP,Industrials,94.0,0.8180711249129999,-6.885745744050142,33.6863572123,24.119198515,93.4,0.066,,,-31.00494425905014
2021-01-01,2021,5,7,NVDA,NVIDIA CORP,Technology,93.6,8.048857,125.4864262093363,33.6863572123,24.119198515,93.4,0.066,,,101.3672276943363
2021-01-01,2021,5,8,TSCO,TRACTOR SUPPLY CO,Consumer Disc,93.3,2.962179237238,71.55386007000433,33.6863572123,24.119198515,93.4,0.066,,,47.43466155500433
2021-01-01,2021,5,9,SIGA,SIGA TECHNOLOGIES INC,Healthcare,93.1,0.36718325172,3.435919055649239,33.6863572123,24.119198515,93.4,0.066,,,-20.68327945935076
2021-01-01,2021,5,10,DECK,DECKERS OUTDOOR CORP,Consumer Disc,92.9,1.34233381582,27.731866016695616,33.6863572123,24.119198515,93.4,0.066,,,3.612667501695615
2021-01-01,2021,5,11,SEM,SELECT MEDICAL HOLDINGS CORP,Healthcare,92.6,1.83506627313,7.431886612322813,33.6863572123,24.119198515,93.4,0.066,,,-16.687311902677187
2021-01-01,2021,5,12,VST,VISTRA CORP,Utilities,92.5,8.63076088982,19.54661377160669,33.6863572123,24.119198515,93.4,0.066,,,-4.5725847433933104
2021-01-01,2021,5,13,REGI,RENEWABLE ENERGY GROUP INC,Materials,92.5,2.78554315958,-40.07342558599265,33.6863572123,24.119198515,93.4,0.066,,,-64.19262410099265
2021-01-01,2021,5,14,BERY,BERRY GLOBAL GROUP INC,Materials,91.6,6.6051795,31.305455059926835,33.6863572123,24.119198515,93.4,0.066,,,7.1862565449268345
2021-01-01,2021,5,15,SNX,TD SYNNEX CORP,Industrials,91.4,3.91607317815,41.47416913458375,33.6863572123,24.119198515,93.4,0.066,,,17.354970619583746
2021-01-01,2021,5,16,APH,AMPHENOL CORP,Technology,91.0,4.64288173552,35.244845360824726,33.6863572123,24.119198515,93.4,0.066,,,11.125646845824726
2021-01-01,2021,5,17,CNSL,CONSOLIDATED COMMUNICATIONS HOLDINGS INC,Communication Svcs,90.9,0.38831746725,52.96523517382414,33.6863572123,24.119198515,93.4,0.066,,,28.84603665882414
2021-01-01,2021,5,18,AMZN,AMAZON COM INC,Consumer Disc,90.9,81.70817314681801,2.3770924677302574,33.6863572123,24.119198515,93.4,0.066,,,-21.742106047269743
2021-01-01,2021,5,19,TBCH,TURTLE BEACH CORP,Technology,90.7,0.3272922628,3.2946635730858542,33.6863572123,24.119198515,93.4,0.066,,,-20.824534941914145
2021-01-01,2021,5,20,THC,TENET HEALTHCARE CORP,Healthcare,90.5,4.21329564678,104.58302028549964,33.6863572123,24.119198515,93.4,0.066,,,80.46382177049964
2021-01-01,2021,5,21,PLUS,EPLUS INC,Industrials,90.5,0.5845922219199999,22.525415896488,33.6863572123,24.119198515,93.4,0.066,,,-1.5937826185120016
2021-01-01,2021,5,22,MHO,M/I HOMES INC,Industrials,89.7,1.27314479421,40.39286520659291,33.6863572123,24.119198515,93.4,0.066,,,16.273666691592908
2021-01-01,2021,5,23,TPH,TRI POINTE HOMES INC,Industrials,89.7,2.1877345965,61.681159420289866,33.6863572123,24.119198515,93.4,0.066,,,37.561960905289865
2021-01-01,2021,5,24,ESGR,ENSTAR GROUP LTD,Financials,89.6,2.8085147180299996,20.8404509736932,33.6863572123,24.119198515,93.4,0.066,,,-3.2787475413067995
2021-01-01,2021,5,25,FKWL,FRANKLIN WIRELESS CORP,Technology,88.9,0.26910149685,-81.40253055972549,33.6863572123,24.119198515,93.4,0.066,,,-105.5217290747255
2021-01-01,2021,5,26,VHC,VIRNETX HOLDING CORP,Financials,88.5,2.76027015165,-48.412923156133346,33.6863572123,24.119198515,93.4,0.066,,,-72.53212167113335
2021-01-01,2021,5,27,SFM,SPROUTS FARMERS MARKET INC,Consumer Staples,87.2,2.3708005476000005,47.661691542288544,33.6863572123,24.119198515,93.4,0.066,,,23.542493027288543
2021-01-01,2021,5,28,FF,FUTUREFUEL CORP,Materials,86.7,0.257997647214,-25.211936249576127,33.6863572123,24.119198515,93.4,0.066,,,-49.33113476457613
2021-01-01,2021,5,29,IBKR,INTERACTIVE BROKERS GROUP INC,Financials,86.0,0.623465863713,31.125110072478492,33.6863572123,24.119198515,93.4,0.066,,,7.005911557478491
2021-01-01,2021,5,30,PDM,PIEDMONT REALTY TRUST INC,Real Estate,85.8,1.515747920574,19.896898644716067,33.6863572123,24.119198515,93.4,0.066,,,-4.222299870283933
2021-01-01,2021,5,31,WLKP,WESTLAKE CHEMICAL PARTNERS LP,Materials,84.6,0.527460645915,21.18502702342029,33.6863572123,24.119198515,93.4,0.066,,,-2.9341714915797112
2021-01-01,2021,5,32,VHI,VALHI INC,Materials,84.6,0.389688040819,91.6926648770224,33.6863572123,24.119198515,93.4,0.066,,,67.5734663620224
2021-01-01,2021,5,33,COWN,COWEN INC,Financials,84.0,0.6712294640959999,40.36573780873973,33.6863572123,24.119198515,93.4,0.066,,,16.24653929373973
2021-01-01,2021,5,34,NGVC,NATURAL GROCERS BY VITAMIN COTTAGE INC,Consumer Staples,83.1,0.25699996211,6.2686567164178975,33.6863572123,24.119198515,93.4,0.066,,,-17.850541798582103
2021-01-01,2021,5,35,WKC,WORLD KINECT CORP,Energy,83.0,1.73925573022,-13.72813903391872,33.6863572123,24.119198515,93.4,0.066,,,-37.84733754891872
2021-01-01,2021,5,36,NRG,NRG ENERGY INC,Utilities,82.9,7.849990267262,18.551473104563975,33.6863572123,24.119198515,93.4,0.066,,,-5.567725410436026
2021-01-01,2021,5,37,CMCSA,COMCAST CORP,Communication Svcs,82.7,84.988298867395,-2.221143342638665,33.6863572123,24.119198515,93.4,0.066,,,-26.340341857638666
2021-01-01,2021,5,38,NHI,NATIONAL HEALTH INVESTORS INC,Real Estate,81.9,2.259493365855,-11.727209739681276,33.6863572123,24.119198515,93.4,0.066,,,-35.84640825468128
2021-01-01,2021,5,39,CAPL,CROSSAMERICA PARTNERS LP,Energy,81.7,0.365653852176,23.30157415078706,33.6863572123,24.119198515,93.4,0.066,,,-0.8176243642129393
2021-01-01,2021,5,40,OMC,OMNICOM GROUP INC,Communication Svcs,81.6,11.018680588368,21.936943967535516,33.6863572123,24.119198515,93.4,0.066,,,-2.1822545474644848
2021-01-01,2021,5,41,RSG,REPUBLIC SERVICES INC,Utilities,81.2,28.585142098910005,47.03075173382692,33.6863572123,24.119198515,93.4,0.066,,,22.911553218826917
2021-01-01,2021,5,42,EBF,ENNIS INC,Communication Svcs,81.1,0.31260523348,14.74123539232053,33.6863572123,24.119198515,93.4,0.066,,,-9.377963122679471
2021-01-01,2021,5,43,MA,MASTERCARD INC,Financials,81.1,42.150753982579,1.5494050923974712,33.6863572123,24.119198515,93.4,0.066,,,-22.56979342260253
2021-01-01,2021,5,44,OLP,ONE LIBERTY PROPERTIES INC,Real Estate,80.9,0.272922691633,87.33881306085516,33.6863572123,24.119198515,93.4,0.066,,,63.21961454585516
2021-01-01,2021,5,45,VZ,VERIZON COMMUNICATIONS INC,Communication Svcs,80.9,171.35848773746997,-7.531997102149235,33.6863572123,24.119198515,93.4,0.066,,,-31.651195617149234
2021-01-01,2021,5,46,VLGEA,VILLAGE SUPER MARKET INC,Consumer Staples,80.7,0.249273463796,9.553432570539863,33.6863572123,24.119198515,93.4,0.066,,,-14.565765944460138
2021-01-01,2021,5,47,CXW,CORECIVIC INC,Real Estate,80.1,0.7836041147999999,52.21374045801528,33.6863572123,24.119198515,93.4,0.066,,,28.09454194301528
2021-01-01,2021,5,48,MNST,MONSTER BEVERAGE CORP,Consumer Staples,80.0,12.20543542184,3.849480968858132,33.6863572123,24.119198515,93.4,0.066,,,-20.26971754614187
2021-01-01,2021,5,49,AIV,APARTMENT INVESTMENT & MANAGEMENT CO,Real Estate,80.0,0.27689066142,46.182795698924714,33.6863572123,24.119198515,93.4,0.066,,,22.063597183924713
2021-01-01,2021,5,50,EVRG,EVERGY INC,Utilities,79.6,10.0652074614,27.969711310932333,33.6863572123,24.119198515,93.4,0.066,,,3.8505127959323318
2021-01-01,2021,5,51,WMK,WEIS MARKETS INC,Consumer Staples,78.5,1.150688493097,40.91259730241472,33.6863572123,24.119198515,93.4,0.066,,,16.793398787414716
2021-01-01,2021,5,52,CRAI,CRA INTERNATIONAL INC,Unclassified,78.2,0.368193814884,85.65303708709979,33.6863572123,24.119198515,93.4,0.066,,,61.53383857209979
2021-01-01,2021,5,53,WM,WASTE MANAGEMENT INC,Utilities,77.9,45.699788606772,43.815310066766536,33.6863572123,24.119198515,93.4,0.066,,,19.696111551766535
2021-01-01,2021,5,54,WMB,WILLIAMS COMPANIES INC,Energy,77.9,18.707423827555,38.43010055141096,33.6863572123,24.119198515,93.4,0.066,,,14.310902036410958
2021-01-01,2021,5,55,NJR,NEW JERSEY RESOURCES CORP,Energy,75.4,2.80034103585,19.61551664950223,33.6863572123,24.119198515,93.4,0.066,,,-4.5036818654977715
2021-01-01,2021,5,56,OMP,OASIS MIDSTREAM PARTNERS LP,Energy,75.2,0.359178141018,125.07766167749224,33.6863572123,24.119198515,93.4,0.066,,,100.95846316249225
2021-01-01,2021,5,57,UEIC,UNIVERSAL ELECTRONICS INC,Unclassified,70.0,0.684073880352,-22.320710725196975,33.6863572123,24.119198515,93.4,0.066,,,-46.439909240196975
2021-01-01,2021,5,58,VVV,VALVOLINE INC,Unclassified,69.1,4.152159807536,63.814028199179006,33.6863572123,24.119198515,93.4,0.066,,,39.694829684179005
2021-01-01,2021,5,59,MGPI,MGP INGREDIENTS INC,Unclassified,67.0,0.749727166245,81.8979716161639,33.6863572123,24.119198515,93.4,0.066,,,57.7787731011639
2021-01-01,2021,5,60,DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Unclassified,62.4,0.5663800288999999,177.78432527990574,33.6863572123,24.119198515,93.4,0.066,,,153.66512676490575
2021-01-01,2021,10,1,SGI,SOMNIGROUP INTERNATIONAL INC,Consumer Disc,96.5,1.313494696656,75.59404579553042,34.5030792027,24.119198515,98.85,0.0115,,,51.47484728053042
2021-01-01,2021,10,2,CHRS,COHERUS ONCOLOGY INC,Healthcare,95.9,1.2521944485599998,-8.170310701956263,34.5030792027,24.119198515,98.85,0.0115,,,-32.28950921695626
2021-01-01,2021,10,3,FTNT,FORTINET INC,Technology,95.0,4.82223661995,141.97131892546955,34.5030792027,24.119198515,98.85,0.0115,,,117.85212041046955
2021-01-01,2021,10,4,BIGGQ,BIG LOTS INC,Consumer Disc,94.7,1.445694893312,7.320892265831547,34.5030792027,24.119198515,98.85,0.0115,,,-16.798306249168455
2021-01-01,2021,10,5,CPRX,CATALYST PHARMACEUTICALS INC,Healthcare,94.2,0.3461850681599999,102.69461077844312,34.5030792027,24.119198515,98.85,0.0115,,,78.57541226344313
2021-01-01,2021,10,6,PRDO,PERDOCEO EDUCATION CORP,Industrials,94.0,0.8180711249129999,-6.885745744050142,34.5030792027,24.119198515,98.85,0.0115,,,-31.00494425905014
2021-01-01,2021,10,7,NVDA,NVIDIA CORP,Technology,93.6,8.048857,125.4864262093363,34.5030792027,24.119198515,98.85,0.0115,,,101.3672276943363
2021-01-01,2021,10,8,TSCO,TRACTOR SUPPLY CO,Consumer Disc,93.3,2.962179237238,71.55386007000433,34.5030792027,24.119198515,98.85,0.0115,,,47.43466155500433
2021-01-01,2021,10,9,SIGA,SIGA TECHNOLOGIES INC,Healthcare,93.1,0.36718325172,3.435919055649239,34.5030792027,24.119198515,98.85,0.0115,,,-20.68327945935076
2021-01-01,2021,10,10,DECK,DECKERS OUTDOOR CORP,Consumer Disc,92.9,1.34233381582,27.731866016695616,34.5030792027,24.119198515,98.85,0.0115,,,3.612667501695615
